date,Market,High Advocacy,High Upskilling,High Adaptation-change,High Innovation,Low Advocacy
2023-12-29,1.283276188996051,1.470494663472241,1.7759988769379595,1.6721812183700682,1.6618760992733697,1.669974482329107
2024-01-31,1.32254444037933,1.550846336898133,1.8704371636957815,1.756992914369513,1.7469010090022048,1.7534119353226405
2024-02-29,1.3610304835943685,1.6077771918248172,2.0131360351734204,1.8155237974579175,1.8129947893240794,1.8359831171243104
2024-03-29,1.4058083865046231,1.6621383363365432,2.1314811753992706,1.8803665145093762,1.9321399608647065,1.9239443015839206
2024-04-30,1.327926601892267,1.645031328478445,2.114568116218006,1.8852320020467503,1.9568669907351153,1.9215433074758304
2024-05-31,1.3404091119500543,1.6327767853477928,2.098685389624116,1.9165633795078765,1.9824188838368881,1.927651040803463
2024-06-28,1.331696452722379,1.6579458793489243,2.1143032995229074,1.9332600353849265,1.9695796677473347,1.9558903422184433
2024-07-31,1.420254266828417,1.7052836005868741,2.1383722791881916,1.960471183641598,2.007212003947505,1.9694576333734466
2024-08-30,1.4206803431084656,1.6888549053610267,2.1082221887843424,1.919172313053791,1.9522374876849835,1.9056362938257507
2024-09-30,1.4253685882407232,1.668457928980578,2.1301824924504107,1.9507850036841907,1.9633196332490384,1.9300924318948285
2024-10-31,1.3702068238758074,1.6459783811573514,2.150603334211514,1.9417774432334236,1.9583234656260804,1.923445974777428
2024-11-29,1.3815795405139766,1.638650404714845,2.1647756666844353,1.9010832465213487,1.9293106205374575,1.889505902695668
2024-12-30,1.370250588281762,1.6712383088418106,2.2474861905815033,2.026215289530644,2.0110634338583244,1.9894132128852762
