date,High Innovation,High Adaptation-change,High Upskilling,High Advocacy,Low Advocacy,High esg_refinitive
2019-10-31,0.060839528641886687,0.17969417938328547,0.09642062068301249,0.14739639107414249,0.04980152571853369,0.09423570640926154
2019-11-29,0.013577257007066357,0.14997830939443946,0.09069315059516403,0.12601282499719613,0.03407754327570334,0.10001202491143885
2019-12-31,0.011465017632271701,0.1480159012901539,0.1270230489071723,0.050081818070489614,0.06447192280861291,0.09592982944556344
2020-01-31,-0.006563431072970416,0.145575378194867,0.14073127324888984,0.041044230653815905,0.06674549966501209,0.10256807647539201
2020-02-28,0.004623319729102349,0.13235979782656315,0.06411098758869538,0.0424272199412844,0.09381442208499313,0.05499038302647774
2020-03-31,6.83418480057485e-05,0.17410910649258549,0.027463705444454867,-0.028495058947533014,0.12758342108230525,-0.032261435118773996
2020-04-30,0.06755659692545568,0.12973150417344081,-0.00024174007720234592,-0.0267144930231199,0.12542191294882743,-0.01144863938959284
2020-05-29,0.04996907515055227,0.13111549444632586,-0.005958704661183312,-0.012105476001355253,0.11416407894014202,-0.017953423518324962
2020-06-30,0.03465009289382992,0.1381513702881383,-0.033329272781228214,-0.048174500528024966,0.09855591034311129,-0.03457741046223817
2020-07-31,0.021353871985153816,0.12647289535915385,-0.043716115835023106,-0.05632046221768516,0.10206564946859242,-0.06561725133266583
2020-08-31,0.009483664649358237,0.14152675352029964,-0.034267249627459306,-0.051248035352719934,0.10368020806351264,-0.05817670482075166
2020-09-30,0.08635796136856644,0.19252264760528037,-0.008039584713160797,0.03268069181989852,0.17521360909032802,-0.009707805249803303
2020-10-30,0.2932693641475962,0.3005827828526332,-0.016612341723845514,0.11777025440265931,0.2731786324775308,0.08102977599099825
2020-11-30,0.2825239259090033,0.3762327900086353,0.008414903274388097,0.051365695024370495,0.2784076613448214,0.008263802903673678
2020-12-31,0.24288510466877344,0.35750323316788013,-0.028324813952243733,0.006372710565665796,0.2504815948234149,-0.05106680866962954
2021-01-29,0.1834505827534625,0.38467070289840344,-0.16915299789839733,-0.009533954711934856,0.20420689746033815,-0.031269108192720885
2021-02-26,0.20912125940630577,0.36368358467468087,-0.1724345555472102,-0.057190825097068854,0.25060912132624735,-0.05115133351189127
2021-03-31,0.24947635761013953,0.42010629548203676,-0.20327222212957377,0.001271337038895315,0.26804090667026,0.03576385417290934
2021-04-30,0.2531182981289536,0.4359239897678036,-0.17784434133720028,-0.014707919140514336,0.3355193568790075,-0.05506075284765882
2021-05-28,0.2107715124605925,0.42295785608141995,-0.1316184273681035,-0.028555702536776917,0.2953935110262765,-0.009795138531027037
2021-06-30,0.19832183905429498,0.39141886075428617,-0.2000932812916146,-0.044716583236579954,0.24416662303132944,-0.03819608148314707
2021-07-30,0.15743370762688913,0.3872194704837584,-0.2488150781908714,-0.12835592126208673,0.19316797598983448,-0.040217275508997785
2021-08-31,0.15745186070773945,0.48749625824698495,-0.19897656410843373,-0.13598425495987415,0.2600122162912949,-0.001059652187818949
2021-09-30,0.057565004019248606,0.42899778999217025,-0.16308266195841548,-0.18605467262951952,0.2503353659135157,0.0638267257450986
2021-10-29,0.02834451734508764,0.3815965672140216,-0.15340916550688188,-0.23339422555215691,0.21351916823530503,0.05297598606393422
2021-11-30,-0.04368319404249931,0.39238915202663516,-0.16472846426881377,-0.23706231951954573,0.24470971583742157,0.007322036821438102
2021-12-31,0.022637084732551924,0.4403772940683404,-0.13017832774450197,-0.22618891227094173,0.303360811265668,0.03632261033376076
2022-01-31,-0.007336527093002698,0.4002810761047026,-0.10619168547412167,-0.256523914235932,0.28312384629483717,-0.024295975174856307
2022-02-28,0.030867438458436314,0.45371192157565726,0.014545197381008235,-0.20675795271765948,0.39918999555900175,0.060508675275358415
2022-03-31,-0.012989801948194601,0.4295738187197249,0.018358165731774345,-0.2616816578141487,0.32815406627082877,0.027573424906854604
2022-04-29,0.1406455637658528,0.4768108588941292,0.03902211521547738,-0.18203926896771278,0.4357307612326515,-0.02964197211498354
2022-05-31,0.0733433972615899,0.4541669945026545,0.034051174592801936,-0.2165250288857195,0.42810287315522855,-0.022936673867392454
2022-06-30,0.10063451008753677,0.3430139163176362,0.1094150948943795,-0.08960026090588802,0.38500103711850675,-0.07446701750509122
2022-07-29,0.10620221717605569,0.4184317503347974,0.11230769281639863,-0.09448231760328774,0.44327938651516696,-0.08146514262880702
2022-08-31,0.11732183716866096,0.45460510700882883,0.1222111250047869,-0.12129879578731015,0.4575952820544169,0.01008324595208751
2022-09-30,0.10905962537196592,0.45373197411349564,0.25403884942883326,-0.08120883217560212,0.4844309025138395,0.06717755584529199
2022-10-31,0.05832581551239055,0.48650587795856,0.20571680335327985,-0.12764575514312448,0.46366949271821484,0.046024797851681676
2022-11-30,0.08179210297285655,0.45970374047127377,0.22205606339510803,-0.12861441964369896,0.4550264251217048,0.07392298377611439
2022-12-30,0.09960181360262996,0.4817035460965281,0.2799302781774559,-0.12236069252184531,0.5266201954349554,0.1169260546235777
