date,High transformation,High esg_sp,High preparation,Low advocacy
2019-10-31,0.34706084028815043,-0.08317844920991302,-0.18434129914205233,0.22316732717849352
2019-11-29,0.3204909735327168,-0.0819871300620848,-0.20864050623624925,0.1920842750332863
2019-12-31,0.34295366040148134,-0.06713079425739599,-0.21489125215841542,0.19838303230241017
2020-01-31,0.35837044719726363,-0.08185701608875068,-0.26815459253232926,0.19246832969699978
2020-02-28,0.3205372371999232,-0.0766608337910506,-0.2746256131163737,0.17679272033510984
2020-03-31,0.3161419499743152,-0.005448292068729321,-0.21074325685317385,0.15286616093622418
2020-04-30,0.3695813983701375,-0.0003083701650762327,-0.14247361941865444,0.19425855038637252
2020-05-29,0.37355458726886415,0.009047089161635435,-0.14935497689410493,0.19630475069835096
2020-06-30,0.3943594809993102,-0.03822538749124427,-0.19880696701003164,0.19625927296130918
2020-07-31,0.33861631898940914,-0.057478733063241694,-0.22586633743286666,0.17283251148294754
2020-08-31,0.3420840999994613,-0.08001960782395812,-0.21508361381326035,0.17294348304755824
2020-09-30,0.3993862215573172,-0.07818721301764375,-0.15054416921306657,0.2186997458384169
2020-10-30,0.5787632559215902,-0.04738960967450834,-0.08107506783852736,0.260528657885718
2020-11-30,0.6214674693729848,-0.06322517010731721,-0.034180776604754604,0.2806834831930505
2020-12-31,0.5804086680907627,-0.14110178472800505,-0.07266480201276293,0.22962300730823137
2021-01-29,0.5021162609515268,-0.1654781534151486,-0.12411795376547707,0.1893457901384913
2021-02-26,0.4708688261985135,-0.004371144877672262,-0.10688720454369766,0.20495550476711166
2021-03-31,0.4994072589325942,0.03729803915825536,-0.05577095509701907,0.26812675594948715
2021-04-30,0.5091772151953482,0.029465016637262254,-0.06060538120336134,0.2629798586477132
2021-05-28,0.45810185515079993,0.031613616933657884,-0.02799559399904855,0.21123851798219967
2021-06-30,0.4516286499231934,0.027009824358440515,-0.05198403264293694,0.21106576193718246
2021-07-30,0.43508707284035864,-0.04203779679553743,-0.08453200053302384,0.1865449630163475
2021-08-31,0.47596004560376676,-0.006897278609949653,-0.053800087264237684,0.25019193267497936
2021-09-30,0.42266544601096323,-0.015643017049343233,-0.048689203823031824,0.20739563052914017
2021-10-29,0.39516872415120274,0.009400547160820366,-0.07146273117461086,0.16366606718052729
2021-11-30,0.35414342116812825,-0.03325536584549289,-0.09385948556834459,0.12125385936628634
2021-12-31,0.4084595686572074,-0.0057190498386970184,-0.07044921497667836,0.15328883775280308
2022-01-31,0.3485924664534279,0.012559633707983776,-0.13857904914170055,0.09673979600541675
2022-02-28,0.3481953450365955,0.0525960938405258,-0.041855997263186284,0.18217863422538874
2022-03-31,0.3015007414326266,0.026498654317637094,-0.09677394503047715,0.13241723276980505
2022-04-29,0.3871680613847637,0.019771022250482106,-0.07727836982698888,0.18117571139736705
2022-05-31,0.35617257269101943,-0.03150756468717969,-0.08360765494413791,0.146540520254981
2022-06-30,0.27703398922043687,-0.11586878529098954,-0.11599686195611644,-0.014438991321986117
2022-07-29,0.310701683884748,-0.14388753826459547,-0.09469687448675382,0.03944896903447284
2022-08-31,0.3181153476461951,-0.049620628549260325,-0.050832631645611595,0.0832794002080843
2022-09-30,0.2951240800001941,-0.02551903273174881,-0.0038827479279714694,0.0675345981612959
2022-10-31,0.2932641416408839,-0.01684706322142865,-0.029543732833748504,0.08451885621879097
2022-11-30,0.29653381068805007,-0.0035685039218351228,-0.039145533720237186,0.06965550859238068
2022-12-30,0.27512106573951267,0.05569298644102094,-0.003310990289914953,0.0930656470704257
