date,High planet,High people plus prosperity,Low people plus prosperity
2022-11-30,-0.317407936610275,0.15576844550416313,-0.32144758601074896
2022-12-30,-0.21940950321234445,0.2573144517000476,-0.2247613959331333
2023-01-31,0.03243880050759185,0.3664195059723512,0.026798089103247213
2023-02-28,0.04911283328239924,0.36640147133900086,0.043000344711194405
2023-03-31,0.05224988813398268,0.3593987407391303,0.045775790808485484
2023-04-28,-0.00010797594830980195,0.3573495156759097,-0.006569585190466687
2023-05-31,0.011065987687519208,0.18473684312087676,0.0037535726219806165
2023-06-30,0.2644785403006902,0.2480864737173507,0.2578387516739389
2023-07-31,0.19755102259162605,0.19984671080792693,0.19137996417160774
2023-08-31,0.1745676278119927,0.24644641166234782,0.16203681871089248
2023-09-29,0.17788196327000505,0.40457751250154117,0.1654364617550243
2023-10-31,0.2055678231397995,0.4053898640375459,0.19315480912671912
2023-11-30,0.2267726286194971,0.38106331228721413,0.21420680803718406
2023-12-29,0.21785132001617824,0.27024931984259226,0.20456137826563947
2024-01-31,0.16694186455157944,0.29709363523216653,0.1533087726314296
2024-02-29,0.2573707032221132,0.18133257632055844,0.24346418851940554
2024-03-28,0.2607756064895608,0.11712424969912438,0.24868060967291783
2024-04-30,0.13916887894820534,0.039951709666709356,0.1264816848644542
2024-05-31,0.12681866053436797,0.0536813022883082,0.11867588915752991
2024-06-28,0.08325719131844246,-0.014948004078664479,0.07440121310793647
2024-07-31,0.11944626725824191,0.10054652290756336,0.11063763847858554
2024-08-30,0.09710886385539401,0.19171722275275416,0.08918797379130027
2024-09-30,0.2650105272251047,0.07927020259109585,0.2554737290370233
2024-10-31,0.31706254647980703,0.07889540501304848,0.30823736378814603
2024-11-29,0.25466800290325164,0.17032430154632894,0.24656496270534656
2024-12-31,-0.0336933674636134,0.034085573879073516,-0.04271703039719221
