date,High planet,High people plus prosperity,Low people plus prosperity
2016-10-31,0.21641569173425892,0.6410873033867919,0.2250216963650936
2016-11-30,0.17922266244553492,0.6895204212995514,0.17404559485139282
2016-12-30,0.14826746424445825,0.5961871938936028,0.14345165293981657
2017-01-31,0.1307452687374956,0.665015262637936,0.12444750149693717
2017-02-28,0.1287334508961946,0.618902311343018,0.12261790248844437
2017-03-31,0.1791239738415576,0.655745229622037,0.16497140622982787
2017-04-28,0.1897015452831188,0.6705278902190767,0.17248854963215363
2017-05-31,0.2237019582732351,0.7866782941138046,0.20567418308932262
2017-06-30,0.23378103298891656,0.7303282692127532,0.21713529207928173
2017-07-31,0.18771996351080245,0.7333611762619543,0.17015282869550363
2017-08-31,0.18005222464145487,0.7020954281644167,0.15393934571301188
2017-09-29,0.17699732998098153,0.6435129616844486,0.14556767670385568
2017-10-31,0.15468524863702826,0.6027504876938876,0.11900268291701996
2017-11-30,0.18034232770609349,0.6687270703857755,0.1456507811226541
2017-12-29,0.18123381308386968,0.6426975912869302,0.14659471506395547
2018-01-31,0.20369544559633151,0.6452893640921621,0.17005381174796175
2018-02-28,0.19769065799261332,0.6010659451153947,0.15548249594048474
2018-03-29,0.26698528790430887,0.5930701419010794,0.2169232755489335
2018-04-30,0.2068502296287722,0.5515967233254333,0.15088240770195377
2018-05-31,0.16721508223693632,0.46528125747519744,0.1123812894271311
2018-06-29,0.15099238560289197,0.46414354649995476,0.0986969732561281
2018-07-31,0.15998839351133678,0.4231565262721234,0.0994160188618301
2018-08-31,0.1715344892932289,0.41462110366051863,0.10975827868425703
2018-09-28,0.17144520498717084,0.3676075341713694,0.10910303119017153
2018-10-31,0.06204002399198877,0.29095147856564735,-0.0018909797580430876
2018-11-30,0.13667820869672176,0.28791081254540596,0.07433064584040316
2018-12-31,0.1496426770512581,0.25622986560715577,0.08453300943517289
2019-01-31,0.19134519362237878,0.2721355580976492,0.12676023405629822
2019-02-28,0.2025538283503615,0.26029134805629306,0.13891998297171726
2019-03-29,0.2026080636735823,0.22949872107013902,0.13609767413880214
2019-04-30,0.1823922986998484,0.22725158752038177,0.11648407961441265
2019-05-31,0.18617180879145245,0.059591467752813765,0.1200837851351012
2019-06-28,0.17917363527013275,0.11157402684731571,0.10539762815825426
2019-07-31,0.1496078765330126,0.11083371512876505,0.07687386837153504
2019-08-30,0.19625176116341414,0.03316017551932149,0.11673518837762897
2019-09-30,0.1781476582735551,0.060722769065004956,0.10305499430474341
2019-10-31,0.10079030830717739,-0.03783332215602875,0.024357328164303582
2019-11-29,0.08771391983583965,-0.05008991572375987,0.01052985369693682
2019-12-31,0.11068260343660652,0.006118092089810734,0.028083741004735763
2020-01-31,0.11186846000825335,-0.0418911876483683,0.025128817402820247
2020-02-28,0.10607488246418595,-0.1611048547977446,0.02170061506326726
2020-03-31,0.1698502157502001,-0.20131954735029634,0.10485527219586421
2020-04-30,0.16226006347639532,-0.1408902408048175,0.09816599466173159
2020-05-29,0.15361555953025752,-0.1968736640354204,0.08982890034095836
2020-06-30,0.14564457188330726,-0.22129551511709367,0.08215814967465862
2020-07-31,0.1203210774817619,-0.25788716272924306,0.06118335551807441
2020-08-31,0.12912365461510134,-0.28559699354341905,0.07119387569668778
2020-09-30,0.24233741570067346,-0.2570510747118874,0.1864018774428844
2020-10-30,0.33020114416834223,-0.355362226909553,0.27018831939880217
2020-11-30,0.33149639239546225,-0.3445993035739954,0.26842091124286027
2020-12-31,0.2850811053813438,-0.3784602004719936,0.23049550685486808
2021-01-29,0.23422560484237154,-0.30049258014937485,0.1903431431677216
2021-02-26,0.35422256074838027,-0.3761169331304983,0.3187810878667446
2021-03-31,0.46660970174966016,-0.365996807866366,0.43244836290530636
2021-04-30,0.45319267497941823,-0.35229293420444163,0.4183773803932593
2021-05-28,0.44266879777895873,-0.28492248898894157,0.4097326082776164
2021-06-30,0.3807452975199891,-0.32897248435016735,0.35312485563718843
2021-07-30,0.30147308198072664,-0.40805855629554655,0.2845790086178743
2021-08-31,0.38019445769237187,-0.3504895322669656,0.36906884214198593
2021-09-30,0.3888470218879833,-0.4115905564484118,0.37822708393180127
2021-10-29,0.38427789404171203,-0.44711469350146227,0.37153506227576377
2021-11-30,0.31580164535028077,-0.444984334240771,0.3096297831547321
2021-12-31,0.38771696560662716,-0.4361491419032503,0.38151494444412054
2022-01-31,0.405571388419317,-0.48297818509489215,0.3994585138931902
2022-02-28,0.47312456136005515,-0.3561141168284274,0.4678956140207013
2022-03-31,0.4092080240136714,-0.32632927318044136,0.40314234173489527
2022-04-29,0.5458839368569958,-0.31566064563658125,0.539961226054148
2022-05-31,0.46445262310491725,-0.35811233188137126,0.45599047779018453
2022-06-30,0.3465781767980977,-0.24566685691595058,0.337924938168999
2022-07-29,0.3517813640453313,-0.2679575908427726,0.34336842714415095
2022-08-31,0.3301074387079554,-0.25385968269068926,0.32129111419357925
2022-09-30,0.23884436615990456,-0.1710869693967279,0.23014858277258923
2022-10-31,0.1790717553246451,-0.21821731460216715,0.1705454332492098
2022-11-30,0.2301784956971239,-0.2491279163607834,0.2199202624094925
2022-12-30,0.2346702363526083,-0.21932689140899359,0.22487410010506134
2023-01-31,0.3100601776851421,-0.2042611044694096,0.3003446162526182
2023-02-28,0.3378022625931245,-0.1672841481969815,0.3281031348812959
2023-03-31,0.33513297921144003,-0.13960330139957883,0.32486497219570853
2023-04-28,0.32777610847599303,-0.1522788311520364,0.3172751409790965
2023-05-31,0.2503829590628859,-0.16715765054949533,0.23994880018614478
2023-06-30,0.326095670881992,-0.104520497006447,0.31585325974656436
2023-07-31,0.19864691051960465,-0.053085595040263174,0.19045777173642325
2023-08-31,0.18221668083665876,-0.05219603184506133,0.1683500798055264
2023-09-29,0.1112081166320984,-0.05092090374856062,0.09729032250619551
2023-10-31,0.04485744514287143,0.0073534003308801665,0.030569975551492767
2023-11-30,0.053266557685010096,0.010431677190857164,0.03913842732852185
2023-12-29,0.08257976266646319,0.026042703308875537,0.06897881422048338
2024-01-31,-0.09269259163485222,-0.049887571101759565,-0.10661666267445497
2024-02-29,-0.14109452818433993,0.049960321794659576,-0.15121623576716914
2024-03-28,-0.06301847509005201,0.03153886754208625,-0.07062200070914723
2024-04-30,0.0034671603475763813,0.04980081450979934,-0.00453429716463899
2024-05-31,0.0737590714879725,0.06384265818026058,0.06574694226239591
2024-06-28,0.056240205227365614,0.09627150663300293,0.04815438703313818
2024-07-31,0.05507093202964625,0.17849784390104617,0.047087588395508084
2024-08-30,0.035992055783521104,0.18845351023570245,0.027969506755219198
2024-09-30,0.08885180816301774,0.1435499449048988,0.08072314590393559
2024-10-31,0.15652818044426597,0.14687823265175803,0.14861467689384256
2024-11-29,0.14436301290814774,0.2104489968057237,0.13711876254275518
2024-12-31,0.08628757769555351,0.16337238671351728,0.07919109835448013
