date,High customers,High suppliers,High employees,Low communities
2020-09-30,0.17052521725194159,0.08583832749756315,0.18391834471782564,-0.10336831015026193
2020-10-30,0.11111615812061493,0.024620730496046184,0.3002156435754696,0.23789108181105162
2020-11-30,0.09762315182732872,-0.29414282639684564,0.374151705028929,0.30898059449115334
2020-12-31,0.17608694778766512,-0.33303402039941293,0.3175213641881676,0.27771992166158904
2021-01-29,0.09406784465832846,-0.387316774346005,0.21094451833068234,0.10733142352067612
2021-02-26,0.17373837360309308,-0.5290651865117271,0.2664793386923257,0.20830485372601976
2021-03-31,0.31622098634005036,-0.3975811406870657,0.27968795943764063,0.27728176666957344
2021-04-30,0.23944983826378718,-0.4006119845520464,0.29517149606183446,0.33418394374751104
2021-05-28,0.11242468226046362,-0.22734606688030057,0.45974487266179687,0.47331564690085826
2021-06-30,0.03806952879521305,-0.20939717715209427,0.4274711772064538,0.42632487978150796
2021-07-30,0.01852809762151636,-0.237307964428829,0.3855148187169395,0.3949878742105537
2021-08-31,0.06100010035002912,-0.2089401637750396,0.3017621908058119,0.35955227895201736
2021-09-30,0.13626897506489394,-0.37809970222199796,0.2791797665278657,0.26533509652005394
2021-10-29,0.0846706337464242,-0.42050932297093785,0.32715107030790913,0.2767424888292035
2021-11-30,0.1024954132818523,-0.42723521611181925,0.23180507466042954,0.3179567272259324
2021-12-31,0.11894913802768953,-0.38262135554480753,0.24774681441393398,0.32282259938195434
2022-01-31,-0.05895894835142035,-0.3747779008171809,0.1847148825644882,0.2032977164598293
2022-02-28,0.1713872368383963,-0.24419501226749896,0.3303115572683901,0.3681087309962323
2022-03-31,-0.002971493955617577,-0.13927469099677953,0.292869611903928,0.21888205866410204
2022-04-29,0.19840546204043047,0.0376736366989644,0.34551422807723364,0.3141011118707372
2022-05-31,0.09641132246067147,-0.06754838396087315,0.19412245852471133,0.21792256898095258
2022-06-30,0.04896092631293275,-0.25576149549016436,0.22521652115836682,0.15977440142400798
2022-07-29,0.047641904259454804,-0.13136044236656258,0.2813620738401361,0.25730411513293144
2022-08-31,0.08483225741606942,-0.05392609350311628,0.37313378355121796,0.34344102412149924
2022-09-30,0.04026583970234249,-0.20013018250142411,0.29790553466662706,0.22682372743867885
2022-10-31,0.06999275306940042,-0.18418796425591516,0.2346664706321055,0.18558569382761236
2022-11-30,0.09180264731879956,-0.12792253909789186,0.16529220040350176,0.19905809311546352
2022-12-30,0.1298071240033526,-0.061178436926031254,0.2907169756252753,0.3335087149198127
2023-01-31,0.36059997731303023,-0.08060213359301016,0.40869971371978686,0.5126741890488394
2023-02-28,0.3427141651013451,0.03630739214227896,0.39708988733907047,0.5315218979302172
2023-03-31,0.29353392876248996,0.030985478345089357,0.34171751060213007,0.47956230771696273
2023-04-28,0.2611001587214622,0.06681318371784717,0.3465301486126787,0.4574371272792994
2023-05-31,0.19332817421563386,-0.03360843477931674,0.29637323337715293,0.39151708744975
2023-06-30,0.2732393676639067,-0.044817775553075034,0.44110977821701647,0.5363095557220807
2023-07-31,0.21819225805628356,-0.06178975788583771,0.3434259626785131,0.435361737752629
2023-08-31,0.140951849761924,-0.061812313773092764,0.39265920761769246,0.3936806503836599
2023-09-29,0.21714927437509668,0.033398417485170306,0.4657630545454051,0.5128562101280825
2023-10-31,0.2725522319058896,0.08886564808433006,0.44550950131732814,0.5546535500913554
2023-11-30,0.2518062749763068,0.05217062454670529,0.43808467375113547,0.5026309480883382
2023-12-29,0.13602323363832147,0.0385695024310681,0.30257136931726203,0.41893554312289055
2024-01-31,0.19793734305456978,0.023008983136931116,0.31788009418811886,0.4199430455481278
2024-02-29,0.18664172063722428,0.029802783230058305,0.24156181458410464,0.4280868289552162
2024-03-28,0.2012851469645358,0.016870465618011643,0.21808630362566983,0.4335957237018061
2024-04-30,0.010601824920491665,-0.07256873215116871,0.1366612897264997,0.3166275665505151
2024-05-31,0.05556706896576591,-0.012505519352268513,0.09358045019464845,0.36136350000213385
2024-06-28,0.050027834173833385,-0.04478225236700461,0.1271851777277815,0.3178320109788725
2024-07-31,0.1643215993339584,-0.011911416865900304,0.18270026417538204,0.3220073406445778
2024-08-30,0.20380861315063037,-0.003409295920108954,0.2561178671915652,0.3980887007688367
2024-09-30,0.18206295750361035,0.14837043227375857,0.26378977367030965,0.33121759032046916
2024-10-31,0.24729836393960292,0.11819007755933608,0.2886547689755149,0.27155967105915235
2024-11-29,0.275732499555257,0.10337080960321754,0.3170287802969598,0.23981441472293374
2024-12-31,0.1097854528015978,0.05064481364264661,0.22756852262826976,0.08757484261209725
