date,High customers,High suppliers,High employees,Low communities
2019-10-31,0.2084382805559541,-0.23537771406720898,-0.15832335054373348,3.652410238619286e-05
2019-11-29,0.16428149226348387,-0.25675825935480995,-0.1734539982073079,-0.04370548251350259
2019-12-31,0.17236914937125947,-0.23931887364030602,-0.20032172266302212,-0.04623257192885788
2020-01-31,0.19470069792310785,-0.2521947031833895,-0.21610168024083642,-0.05117769038291742
2020-02-28,0.1330467693467653,-0.2958001325275278,-0.21302579103780184,-0.07118886844655248
2020-03-31,0.06159528668182879,-0.1606256073071921,-0.16155290135805234,-0.1534267232058193
2020-04-30,0.05688773942167202,-0.09799200484244097,-0.058269468735023144,-0.1591759051369943
2020-05-29,0.05285583358266854,-0.07242955382274296,-0.0530236614770343,-0.1507335250682903
2020-06-30,0.04491201524052857,-0.08454052684454594,-0.08837016473817683,-0.1666008141215659
2020-07-31,0.02283338679290836,-0.12083795395665164,-0.10905079496899073,-0.18115337239976648
2020-08-31,-0.01087402693153161,-0.1430479512588213,-0.1184125576761792,-0.16760258337772072
2020-09-30,0.03817623919923174,-0.09068364131366424,-0.04827495141083493,-0.09091357869026451
2020-10-30,0.10138586871470301,-0.12084365528947538,0.07652089141694085,0.024238814994753555
2020-11-30,0.11385416099653967,-0.15887949584271555,0.041884862132219425,0.05041126819120034
2020-12-31,0.08913437563598103,-0.22268056520616952,-0.006553650457686855,0.00974709991455347
2021-01-29,0.1053444986154024,-0.203460607701358,-0.07917211609146568,-0.0842260729123786
2021-02-26,0.13240553389232673,-0.3207913289074591,-0.007646633592898355,0.006261612639215652
2021-03-31,0.1847107402492264,-0.25070815060727736,0.03366327210982717,0.06313629819531014
2021-04-30,0.16186827833145206,-0.24849781154596845,0.025037225444538236,0.09195840399937161
2021-05-28,0.1394313083607615,-0.22549247983906656,0.0660105141023265,0.11157390689505464
2021-06-30,0.14360882599649022,-0.26877599229527815,0.06592870014376234,0.07959545129083856
2021-07-30,0.12533711878365417,-0.31349687299677714,0.06211488039568716,0.03971120524638516
2021-08-31,0.13424902203453876,-0.3020424182576914,0.1322920472407641,0.10765247000541373
2021-09-30,0.1836060578280188,-0.2868247337417858,0.18402975330860705,0.11880936735378476
2021-10-29,0.14983141972866562,-0.3344657470492497,0.1825314949700351,0.07054714573360596
2021-11-30,0.13471201086625673,-0.3235239304982227,0.165022841205443,0.08878458530099775
2021-12-31,0.1191079438892447,-0.28377849725158993,0.1342889097927998,0.08132125712574952
2022-01-31,0.08087934617624637,-0.30138837669241936,0.13696419785678285,0.04187219444808603
2022-02-28,0.14370805102782555,-0.24429633036429843,0.26845796850016423,0.2077605811508733
2022-03-31,0.1140892696230433,-0.29808386809384957,0.30854256714645173,0.2271521797549622
2022-04-29,0.29101652196988775,-0.18352323752481708,0.3306336942563683,0.2763564429741298
2022-05-31,0.23782127793649643,-0.2121476219236838,0.30685984326168636,0.21340834656982893
2022-06-30,0.16318678038714118,-0.235317768316961,0.29146900237054235,0.15506897657241536
