region,coverage,year,floor,n_kept,n_pre,pct_dropped
Japan,0.85,2017,1589384769.8098269,534.5,3540.9166666666665,84.90503871408063
Japan,0.85,2018,1660895408.546264,549.5833333333334,3606.75,84.76236685843672
Japan,0.85,2019,1693744885.1952314,516.75,3662.5833333333335,85.89110600441401
Japan,0.85,2020,1732777942.844772,497.25,3716.6666666666665,86.62107623318386
Japan,0.85,2021,2061203703.7568896,479.1666666666667,3785.3333333333335,87.341493483621
Japan,0.85,2022,1744835829.8337939,462.9166666666667,3842.75,87.95350551905102
Japan,0.85,2023,1802352581.7515762,456.25,3878.5,88.23643161015858
Japan,0.85,2024,2124857595.970997,415.5833333333333,3898.6666666666665,89.34037277701779
Japan,0.8,2016,2439119210.4590325,372.1666666666667,3484.3333333333335,89.31885583086195
Japan,0.8,2017,2612055730.38957,392.25,3540.9166666666665,88.92236002918264
Japan,0.8,2018,2704644370.740188,402.1666666666667,3606.75,88.84961068367183
Japan,0.8,2019,2766053388.4612637,378.6666666666667,3662.5833333333335,89.66121362426338
Japan,0.8,2020,2771901040.216203,360.4166666666667,3716.6666666666665,90.30269058295964
Japan,0.8,2021,3213856774.713156,346.4166666666667,3785.3333333333335,90.84845015850651
Japan,0.8,2022,2667696171.4379315,332.25,3842.75,91.35384815561773
Japan,0.8,2023,2815551826.641045,325.6666666666667,3878.5,91.60328305616432
Japan,0.8,2024,3409887949.1337895,292.75,3898.6666666666665,92.49102257181943
Japan,0.75,2016,3458408127.7237206,286.6666666666667,3484.3333333333335,91.77269683344494
Japan,0.75,2017,3801121885.805268,301.5,3540.9166666666665,91.48525570120731
Japan,0.75,2018,3945060957.193257,307.6666666666667,3606.75,91.46969801991635
Japan,0.75,2019,3894927367.235077,289.6666666666667,3662.5833333333335,92.09119246433528
Japan,0.75,2020,4138177972.7370815,271.0,3716.6666666666665,92.7085201793722
Japan,0.75,2021,4788638406.5208025,258.4166666666667,3785.3333333333335,93.17321239873195
Japan,0.75,2022,4095166556.177361,245.91666666666666,3842.75,93.60050311192072
Japan,0.75,2023,4283269497.60466,240.0,3878.5,93.81204073739849
Japan,0.75,2024,4899747142.1325445,212.5,3898.6666666666665,94.54941860465115
Japan,0.7,2016,4511340452.2294855,223.58333333333334,3484.3333333333335,93.5831818616665
Japan,0.7,2017,4926079742.813121,235.25,3540.9166666666665,93.35624014497188
Japan,0.7,2018,5218035812.045905,239.5,3606.75,93.35967283565537
