date,High Innovation,High Adaptation-change,High Measurement,High Upskilling,High Advocacy,Low Advocacy
2018-06-29,0.19967445462756583,0.3388508629936345,0.2715001244106104,0.37616187998357614,0.2581976572052812,0.32349915803881873
2018-07-31,0.1732958032042048,0.3262829772465332,0.25630740090269943,0.32049839443391215,0.22819896531319936,0.31535439915860686
2018-08-31,0.1951146234331024,0.3652882771194076,0.25278215381907887,0.3598415935224997,0.2042456214292403,0.34938170574259514
2018-09-28,0.14993661186251608,0.34228595363363734,0.20597451105557985,0.3114050399669355,0.2161359327687713,0.3111962222465182
2018-10-31,0.1017028359558263,0.19186977749215173,0.06685398084806027,0.044165054257982006,0.1490805724608243,0.15796304318785892
2018-11-30,0.115976309199195,0.1620825199725784,0.10162255909732343,-0.05713698122975752,0.0869261930030395,0.056553433040629875
2018-12-31,0.10920381152672365,0.11119545836702616,0.12009913914193437,-0.02779754957508085,-0.02274816144739733,0.021410704239268497
2019-01-31,0.17129277053986725,0.15024252233874003,0.11546623538919598,-0.05224197076022974,-0.022889127580522972,0.048904969969214784
2019-02-28,0.18701384173784819,0.1471428238986041,0.1286401643911521,-0.04965447510824905,-0.02074447875763541,0.0644393328302113
2019-03-29,0.159094909369902,0.13392235470629776,0.10016749143370651,-0.07080998599458743,-0.007945855452165418,0.05254201677467285
2019-04-30,0.049219818445324526,0.07642342463500096,-0.01915469737734854,-0.1083041586538338,0.018908884080789057,0.010566446388571626
2019-05-31,0.029036118594354066,0.04277896209164045,-0.09996614247861557,-0.24396486927784722,-0.026196157268538522,-0.07957099354262331
2019-06-28,0.14967287199777002,0.1013354418033583,-0.09912850346579516,-0.16453306450597016,0.04618720239716967,0.02008908359131567
2019-07-31,0.14244365188969976,0.16747956066713532,-0.08926860881007936,-0.1749460046053385,0.07463969057357278,0.0746222175818555
2019-08-30,0.15524881525347012,0.17519307048617938,-0.12415209726394805,-0.19214658882740798,0.043048602025299254,0.04706603147121624
2019-09-30,0.15037533032976386,0.26778474024089227,-0.0648519387376627,-0.12615831521049659,0.13811196999988018,0.17522905098002195
2019-10-31,0.12235790242036904,0.22187188919947198,-0.058364071092281034,-0.15004349026939423,0.1002288289844645,0.16443501268122163
2019-11-29,0.05180880375364011,0.1662369116854806,-0.09260814276429341,-0.2119498388196666,0.0909077053909283,0.12626823900251694
2019-12-31,0.0020360466512836517,0.12126391852412532,-0.07168454119983658,-0.15396744329597628,0.05829905274863745,0.16199182802923073
2020-01-31,0.007826594659016584,0.1195054588616179,-0.06899137666257482,-0.15297356948209628,0.06221446769144867,0.1587209842088786
2020-02-28,-0.0152888901116216,0.11026195118453974,-0.07260472990255251,-0.22514157310596017,-0.04218915391326239,0.11157718887568069
2020-03-31,-0.10719927982271837,0.0035475316066231333,-0.23992556900395523,-0.341029933404564,-0.12062615589066827,-0.07896976839297931
2020-04-30,-0.09652019674959766,0.005520322189578097,-0.20440068108418918,-0.2186645951888837,0.030641757515264212,-0.014692844502208424
2020-05-29,0.10622906764960405,0.12616805737298797,-0.006293941355488553,-0.04410652321379227,0.0888298701010315,0.19481418078159018
