date,Market,High Innovation,High Adaptation-change,High Measurement,High Upskilling,High Advocacy,Low Advocacy
2016-07-29,1.0002,1.0002,1.0002,1.0002,1.0002,1.0002,1.0002
2016-08-31,1.0047009,1.0047047978442811,1.0056258166673713,1.0091176720417925,1.0080806553944983,1.014767483587363,1.0066652224647097
2016-09-30,1.00831782324,1.0069951384362206,1.0117751719770143,1.0149082822126296,1.0097687282430519,1.016471728620372,1.009263455122926
2016-10-31,0.9878489714282281,0.9976119963975288,0.999577673145097,0.9967820831861338,0.9956754960190897,1.0081394003755884,0.9943227388903201
2016-11-30,1.0327960996282126,1.0501524994365583,1.065075446287233,1.0466892597018134,1.0765006828905395,1.083511377983908,1.0684854070357581
2016-12-30,1.0513864294215205,1.0692309392991042,1.0799090831820615,1.0635367403412592,1.0983325059057154,1.1083853935957813,1.0867752327717128
2017-01-31,1.0742015149399675,1.0882065162981285,1.107386217531169,1.0988890600431467,1.1465276820982828,1.1319400221169706,1.118959170233109
2017-02-28,1.1094353246299984,1.1279564989619641,1.1430165476187066,1.1376023649004947,1.1813887309595572,1.1654039210264238,1.1554795638675992
2017-03-31,1.1120979694091104,1.1314322877624263,1.1466298797159762,1.14954048806565,1.1887526333854719,1.1562375687033155,1.1592415498651876
2017-04-28,1.1219956413368515,1.1435546402636025,1.160532406965306,1.1630774927888057,1.1987710042379554,1.1624267481331114,1.1712894969395036
2017-05-31,1.1331033981860863,1.1600079518139788,1.1763724714619126,1.1888313195745843,1.2312924735938935,1.1819307449947098,1.188710568374562
2017-06-30,1.14500098386704,1.164599536944647,1.1927268935927904,1.2036150374545704,1.249106018341287,1.1926088263411196,1.198462959213647
2017-07-31,1.1683590039379277,1.1868797822768073,1.206747787216171,1.230346633296442,1.2783843821935188,1.2164286334824996,1.2150276430025757
2017-08-31,1.1701115424438344,1.1814334337857926,1.2129439962019941,1.2373456349616054,1.274156643442236,1.2206613205403785,1.2155084290754683
2017-09-29,1.2001834090846408,1.2139195572499533,1.2486238047670366,1.2755710511666225,1.3220902218006128,1.25423035353378,1.250547779571392
2017-10-31,1.2250272056526927,1.2377662971618975,1.27728443770332,1.3011388779040267,1.3438253560823972,1.2719977040446626,1.279584706405141
2017-11-30,1.2612880109400122,1.2943292995758227,1.329568676781356,1.3497104151923653,1.4017890822184196,1.3148794689194303,1.3296360380000236
2017-12-29,1.2773063686789503,1.31602771095459,1.349382199311046,1.3673410143985583,1.419662338361536,1.3347626313148526,1.3447209042737416
2018-01-31,1.3455145287664063,1.3783956767547056,1.4032791079234666,1.4234090342819932,1.4743547642926842,1.3807704186865417,1.395469455068787
2018-02-28,1.2938467708617762,1.3207082342158896,1.3487323562789397,1.3672576079297072,1.4152329674569444,1.3280660978822318,1.3455987122134077
2018-03-29,1.2673229120591096,1.299455979588159,1.3367434691939648,1.3499357077228038,1.4006960658412644,1.3120941971762714,1.3410007911530466
2018-04-30,1.2735327943281993,1.3109093586654443,1.343901134577176,1.346488351488642,1.39642016198871,1.3017177703893614,1.3357366169751643
2018-05-31,1.3072814133778965,1.3042569477470867,1.3615513706889366,1.3355871110089934,1.4007274790689712,1.3229475033715454,1.332307577673674
2018-06-29,1.3142100048687995,1.3112135560213785,1.3733140545358988,1.33995499348556,1.3989989039266437,1.3257184970216622,1.3474260941429927
2018-07-31,1.3571846720280092,1.3609983989481453,1.4120899382753354,1.3843315613147953,1.4304459756655248,1.3631301075109836,1.3928825651692172
2018-08-31,1.4012931738689194,1.3807119574387239,1.434026607371678,1.4081071269111127,1.4410030773940126,1.3847465057686315,1.410212845253418
2018-09-28,1.404235889534044,1.381371450938247,1.433222322654115,1.4091593001520029,1.4282921271843558,1.3870883797839115,1.4033933349324044
2018-10-31,1.29723311475155,1.2945299554198255,1.3258705014357934,1.301430837433803,1.2980638988676074,1.2976750912476445,1.2975159243309167
2018-11-30,1.320583310817078,1.336287393547701,1.365071768236548,1.3481843965780311,1.3279652690842492,1.344528221706292,1.331920812647056
2018-12-31,1.1973728879178447,1.1995528670430364,1.2126071091120099,1.2205442045105996,1.2031674391929412,1.2037741344765478,1.1991696953296418
2019-01-31,1.302741702054615,1.3151593755007749,1.3402616061439103,1.3329941704786143,1.326156623343762,1.306265441558772,1.3174007634437248
2019-02-28,1.349249580817965,1.3638602720599529,1.3881997123001386,1.3840388698348636,1.375489905288667,1.3471444323192372,1.3706210890244683
2019-03-29,1.36463102603929,1.3643243328185426,1.391152134231659,1.4034716413840156,1.379373778982385,1.3518778060411096,1.3794683001432797
2019-04-30,1.4207173612095048,1.4051649839970042,1.4424410134861216,1.4349121266203908,1.428391561481333,1.4175734948216434,1.4305009068280194
2019-05-31,1.3268079436335565,1.3020834644835066,1.330869647883998,1.3181297715607725,1.2907627380988842,1.3119698755171973,1.307977076673676
2019-06-28,1.4219400731920826,1.4102698418249338,1.4403174726585692,1.414819307444239,1.4077979639605185,1.4143509466921267,1.4186373575960298
2019-07-31,1.4398565181143028,1.4183430637828112,1.4645388587238668,1.436323670190764,1.4235250095668672,1.438268602523713,1.4417414732971894
