date,High esg_sp,Low esg_sp,High Innovation,High Adaptation-change,High Upskilling,High Advocacy,Low Advocacy
2021-01-29,-0.10915220539666559,-0.02112904853223152,0.1387183451228,0.32558465884745835,-0.2593690956382573,-0.102556547932664,0.06542151480865
2021-02-26,0.06311017994848384,0.04776489130361278,0.14931267882000154,0.3586743507578866,-0.23689036680313727,-0.13513161958160252,0.08739034894229214
2021-03-31,0.1277125825929465,0.09677392106719246,0.17197763084743728,0.39809709560095513,-0.2840490561794712,-0.06168275635553555,0.09358529991422065
2021-04-30,0.11967397848506511,0.125341645353271,0.18754444879611853,0.4137317329829485,-0.2723218351571399,-0.08504891853434854,0.13817866354237818
2021-05-28,0.12674852384297008,0.11662693197447949,0.13929205077787132,0.395521735737885,-0.2405015940098022,-0.07897991045037778,0.0995765199163566
2021-06-30,0.11662730698700569,0.05879489229941923,0.1331320232190348,0.3763589175113393,-0.29442857914176945,-0.11086476501893447,0.05025934392388989
2021-07-30,0.05594943295438892,0.042017417669765134,0.1075726776430895,0.37721527696442736,-0.3359106111606245,-0.175927943219662,0.021907635988172386
2021-08-31,0.08059187810230994,0.1526134436632598,0.12969311885632914,0.48264851253035884,-0.27293030142223257,-0.14513905954980055,0.12439930766856086
2021-09-30,0.05584048454154669,0.0597035715620691,0.0671584640020906,0.40441359278022704,-0.22890177085713465,-0.16143011354438724,0.1060122562507945
2021-10-29,0.07512637162421455,0.07553129787182537,0.0459508014198154,0.3511788883050303,-0.2134475247016087,-0.17720415581263413,0.05902926979509468
2021-11-30,0.039358291527631664,0.1523630024700915,-0.008028918314304197,0.3641289609180277,-0.1865850077737235,-0.1899872774540849,0.09569542187174604
2021-12-31,0.06263829670336676,0.17039887776410234,0.04617333898387119,0.40537188567177856,-0.13989073727959753,-0.17150046812833414,0.15636593258149115
2022-01-31,0.05980172122443603,0.052337270279668724,-0.01956999072429544,0.3477509295196194,-0.16285190226461682,-0.21046985978245075,0.11047706423230694
2022-02-28,0.07391236991416669,0.1587697870136885,0.02067238924055964,0.3730445095394337,-0.015551795464659346,-0.14863396429251827,0.20483536428686266
2022-03-31,0.04077041429209341,0.12057910866633326,-0.022765537095747468,0.362127688219261,-0.015879187201462863,-0.201229847229813,0.1556988567646601
2022-04-29,0.04261669950944086,0.0981299630411665,0.12292714019534112,0.3655064238714165,-0.019769242451141755,-0.12856586496533118,0.23764880908588626
2022-05-31,-0.012417599259809509,0.11876183309766652,0.06395132063275122,0.3648578728638966,-0.033688278284306206,-0.16954040350687188,0.2509009542108138
2022-06-30,-0.07780990736774634,0.09947798475611364,0.09200341185563787,0.2631200003747866,0.04150891553944264,-0.0784129401033492,0.23619182034829397
2022-07-29,-0.0994563392100577,0.09902519674818952,0.07885994189052836,0.3217456214122133,0.04657795503341261,-0.09507618686331032,0.2734249473706838
2022-08-31,-0.011659278547589975,0.08071272603166921,0.068153179526351,0.36004047008449397,0.05744078771329031,-0.1370887776645187,0.282975117072215
2022-09-30,0.006145136313786229,0.11649266146228177,0.06927821889875022,0.3840180599615864,0.17499262457258832,-0.10902846558563747,0.3135316710060027
2022-10-31,0.018812620393660023,0.09859926074743275,0.02357408942461464,0.41051213213393384,0.1310529659083453,-0.16046651901904618,0.2923752973812319
2022-11-30,0.0410841046424897,0.12180871359830225,0.05270560259362883,0.38651138851810707,0.16284825348382082,-0.1529578834142798,0.2833848424425839
2022-12-30,0.09790595505100702,0.09102325145968004,0.05866924040913138,0.3935805818262308,0.209403113433731,-0.15277319442104115,0.3338470646801251
