date,High transformation,High esg_refinitive,High preparation,Low advocacy
2018-06-29,0.6809252240384664,0.5430973314960934,-0.09177093063730729,0.23324323997678353
2018-07-31,0.7157557255974833,0.45500320939313854,-0.10627824917731948,0.22597160886809803
2018-08-31,0.8208686757805841,0.4968403949817969,-0.1330188341165749,0.253914216269281
2018-09-28,0.7932077052597215,0.526566356844547,-0.1953689413458114,0.26119617460379985
2018-10-31,0.41714514172625505,0.16791588591677398,-0.34874390987890824,0.08383973456394278
2018-11-30,0.49101776631488575,0.0013527334852430073,-0.24575652540212378,0.13253605178888372
2018-12-31,0.5488810533222754,0.04231097316384036,-0.18572116523305748,0.1736600222725615
2019-01-31,0.5840917536173298,0.037581243151943444,-0.15199829360748196,0.24920909813605452
2019-02-28,0.629434859425459,0.0948280572673299,-0.136307638511874,0.29097816501392715
2019-03-29,0.5472467391419071,0.07320875555650375,-0.16387457109410097,0.2741523946401009
2019-04-30,0.4577692666937099,-0.03885073688380325,-0.21384231964699574,0.19224489377280674
2019-05-31,0.4930799689275118,-0.11086256576184061,-0.27740818379476406,0.24507730294174523
2019-06-28,0.5399466500187478,-0.14920790882103635,-0.25091277082832275,0.16398481935316733
2019-07-31,0.5978952572130696,-0.24557016300699247,-0.219168627460528,0.2227346449209331
2019-08-30,0.5971689290337675,-0.29726069976164,-0.22750401934786035,0.1848115126280121
2019-09-30,0.6037124538944849,-0.14799434870959405,-0.10828635666341835,0.40146643482139355
2019-10-31,0.5556090197805076,-0.22937160209905594,-0.17109268501842723,0.35631518443688115
2019-11-29,0.47736623370625797,-0.1648748634844147,-0.18737097055568408,0.3230556149459548
2019-12-31,0.4284754289829906,-0.26856618252603215,-0.1649808383311686,0.30653173432376857
2020-01-31,0.41981685705346494,-0.2672795283849652,-0.15175735054856865,0.30919068571977704
2020-02-28,0.44558475114391394,-0.2720949588963554,-0.20606865289231102,0.2738163611387251
2020-03-31,0.28862838305769445,-0.35648520290411334,-0.37517009255135536,0.12582004540380054
2020-04-30,0.25232460966603676,-0.2995322858227394,-0.311151561942155,0.14010507458959043
2020-05-29,0.4083563159858341,-0.12462064888768132,-0.07866846064858235,0.29160482196639204
2020-06-30,0.4693890038441255,-0.1672202193122143,-0.16716249820354667,0.30410365918327376
2020-07-31,0.42549848123092515,-0.15158823199383376,-0.1566524454789322,0.2926620354166669
2020-08-31,0.5270419896651051,-0.11582291206191297,-0.10949466465369095,0.34118491348479063
2020-09-30,0.604742707481431,-0.06148326754204303,0.006993751555790961,0.4014380791486679
2020-10-30,0.8642791767659266,0.058392987606474156,0.22428155351150947,0.6068373015649061
2020-11-30,0.6873969052161423,-0.009551684571484698,0.11640976498027333,0.5405479927466309
2020-12-31,0.8377255189852372,-0.09726518212518054,0.03698717548659408,0.6190522053923962
2021-01-29,0.5844839501448538,-0.12769182012029417,-0.14395239351909234,0.4418339631753423
2021-02-26,0.5335830706571717,-0.12631216981361038,-0.1640491661197162,0.38170214957910814
2021-03-31,0.7190256496178449,-0.026086950070224935,-0.11162032349064499,0.5027735684028212
2021-04-30,0.7567831304879262,0.007446139125120599,-0.0385154213261788,0.5569264309123712
2021-05-28,0.7059421594744476,0.17426666933124255,0.01867599407682169,0.45436877109319596
2021-06-30,0.6422106721824994,0.12266135226343414,-0.026908538863484252,0.4264843105486983
2021-07-30,0.6093161720633411,0.15609744036090578,-0.06718138971216167,0.3487441572792168
2021-08-31,0.6160926643525968,0.1745626026800569,-0.06784374650458716,0.42614728073171926
2021-09-30,0.43828652162577636,0.18146516598505222,-0.17231334300435375,0.25273698912353604
2021-10-29,0.39777742461255516,0.25545510926110365,-0.14128776026148415,0.19339711462095044
2021-11-30,0.39066868170230334,0.056341254769054494,-0.13797311731133455,0.14776316485728608
2021-12-31,0.48733178591134196,0.09557626540572228,-0.16146823575553526,0.15048906573968057
2022-01-31,0.3891155481276263,-0.03179626262084667,-0.2520508093688201,0.08333907955264852
2022-02-28,0.40490542277371977,0.07453229162780217,-0.08213314239805025,0.2183653225509653
2022-03-31,0.31786281632110847,-0.023004887157044074,-0.3263829421126854,-0.00570465763586292
2022-04-29,0.37503607365807623,-0.08179066231868065,-0.15399481194208936,0.0694493126332631
2022-05-31,0.19711275974366022,-0.11754686676415099,-0.23812971646641906,0.01593562002900345
2022-06-30,0.017997644186801443,-0.12532727436779653,-0.07997354595097794,-0.22334046323627182
2022-07-29,0.08619109921946552,-0.05012138494749302,0.018947503503713242,-0.08949222644376742
2022-08-31,0.2031332764518129,0.036801809573714483,0.1648177322581159,0.051760587719533846
2022-09-30,0.024423656026478807,-0.09873088924082735,0.02452877454443156,-0.07173799536568803
2022-10-31,-0.1313431480602153,-0.1403104024777873,-0.04096268236600198,-0.11577727879437283
2022-11-30,-0.10063255039693025,-0.053893890514523174,-0.006576376072380374,-0.10615048468151472
2022-12-30,-0.06120451478227923,0.11238960740515763,0.08281162269100328,0.017243793495605786
