date,High customers,High suppliers,High employees,High communities,Low communities
2018-06-29,0.12572726365323042,0.23243355220622863,-0.2070461246521964,0.4833794315512725,0.22340405061405866
2018-07-31,0.12171066885989312,0.24364423671436566,-0.25213850648063907,0.42572957031075387,0.18920160050290397
2018-08-31,0.19821632795134592,0.21389175790236045,-0.17236281067189063,0.4865704662903435,0.239251281422508
2018-09-28,0.19545684439293293,0.17095989048466154,-0.2338890908757968,0.44998836028387024,0.2487974416184382
2018-10-31,0.20030905545180255,-0.19857306898841853,-0.43165636334337876,0.16093790351412318,-0.10051465307414942
2018-11-30,0.12788392265005005,-0.027738988314893076,-0.3565931753048276,0.11577454845000024,-0.14373370648488748
2018-12-31,0.10703282851050522,0.02833507704664917,-0.22050547759775374,-0.060625165037659356,0.001911525078936771
2019-01-31,0.11826620022331358,0.068209308946096,-0.16448308853050775,-0.07557923953817958,0.03326454559372305
2019-02-28,0.15688350233467785,0.051296410158856,-0.18752622415848075,-0.03860182346561558,0.03393667923221577
2019-03-29,0.12793719633702683,0.024848566721910048,-0.20223037218118667,-0.05213578594459145,-0.011187157204809006
2019-04-30,0.01948335814382407,-0.05588418217905944,-0.21685702668787177,-0.02613902134815349,-0.08757347532781012
2019-05-31,0.0822149497969693,-0.20991778565257502,-0.33017141385986926,-0.10456325599303584,-0.15421361798772804
2019-06-28,0.13872328845343546,-0.2383148821549742,-0.20740274327522334,-0.013341902847940235,-0.09907972268190113
2019-07-31,0.14004105970987596,-0.1803378427594381,-0.15204223223005475,-0.11893393379027783,-0.0838165418120419
2019-08-30,0.1392557496471502,-0.23191420247192396,-0.12983842974158177,-0.11385089056882658,-0.062249908136109755
2019-09-30,0.23084673962754554,-0.06288276745423615,-0.36595271342876456,0.16538029252152164,-0.20102464758403993
2019-10-31,0.21442708775436947,-0.09127888131259099,-0.4311186002748827,0.15442412885666024,-0.2596467499650035
2019-11-29,0.1533435628161609,-0.11265324557874423,-0.5275521720061918,0.14110877168857971,-0.34989968731283033
2019-12-31,0.07182302685391878,-0.06263539646719785,-0.5436663128820072,0.1893829710443775,-0.4169032628958679
2020-01-31,0.057527520039391655,-0.06094619070281149,-0.5252629588187431,0.19916250431488414,-0.4093419750766775
2020-02-28,0.08778593038186322,-0.11734866122410303,-0.479129657695432,0.031942788999061555,-0.375137499376214
2020-03-31,0.03994025800231604,-0.3322213551546833,-0.5899119207506813,-0.13977902910778184,-0.4966788568432705
2020-04-30,-0.038196861814488225,-0.23776362775467086,-0.4479387028997448,0.03776444404682422,-0.4731005023531055
2020-05-29,0.07057949778884276,-0.16692958986206108,-0.26805415012566325,0.1742448765997331,-0.305261964875434
2020-06-30,0.04044982905814032,-0.15075072216921037,-0.27305242726486334,0.1875466269447128,-0.34772291490648866
2020-07-31,0.018352562904623726,-0.11221957094919288,-0.247629741307557,0.2387885824843572,-0.3424265210369568
2020-08-31,0.04868339094510232,-0.08081647853621132,-0.16521306498974575,0.3042035644445281,-0.26419753152658454
2020-09-30,0.11985282752381732,0.023841918468384904,0.017980605783730952,0.47512957542101475,-0.1581896221878264
2020-10-30,0.2757420385545482,0.1412187539935964,0.2982903080050386,0.5203883401487159,0.2781101029173454
2020-11-30,0.24070136300394807,-0.1603355006756132,0.2646804712563866,0.33713692912982257,0.25842658330432633
2020-12-31,0.3114632217259712,-0.20575036216101078,0.18949968133452608,0.29934914094602305,0.24030640735097974
2021-01-29,0.23210530277172298,-0.233869242142143,0.05013588924440977,0.1893565208457218,0.0996099076000168
2021-02-26,0.34735572853002805,-0.30411386953167724,0.13450179111618,0.04660684858350633,0.21160909251229643
2021-03-31,0.474934091591942,-0.1626120235945162,0.1452772566867404,0.09452627394177471,0.3669703992883756
2021-04-30,0.49722145341541074,-0.15664091847210188,0.1698027616458444,0.14784805531769163,0.3899671921231125
2021-05-28,0.3850621248451341,0.07640505964351807,0.331690020119453,0.10385436418957739,0.5208590793323096
2021-06-30,0.3117739082948549,0.0638126969983048,0.29205228223877466,0.03319608040043859,0.4560556086472255
2021-07-30,0.33063088847294836,0.03359890318057443,0.25209167356556694,0.03467619617056123,0.4161832448382129
2021-08-31,0.32151980182629925,0.05139144977842297,0.14436102148759283,-0.05633123362792811,0.3234111893576388
2021-09-30,0.31466369940076594,-0.12059434711595679,0.16444578447455926,-0.14062532436741582,0.26411990910279576
