direct_control,cyear,SP_ISIN,ids,scope1_abs,scope2_loc_abs,scope3_down_abs,scope3_up_abs
420654.542624263,2012,NL0000852564,103413,39871.98646343405,60531.682437892,,750021.2519185813
431551.000415729,2013,NL0000852564,103413,40904.81357817481,62099.66960050772,,769449.4859826844
681410.517617419,2014,NL0000852564,103413,61705.39126059567,82502.03957930816,,1083917.398394889
668348.199389612,2015,NL0000852564,103413,58234.72376815235,73659.8010002591,,1059035.134209476
706293.905054476,2016,NL0000852564,103413,9947.61700000002,123719.9999999656,,1137630.955030482
1037307.81401701,2017,NL0000852564,103413,90567.88770632322,251792.9999999562,1404.862414912362,1387056.895531345
944018.630444519,2018,NL0000852564,103413,80627.6870373504,230698.9999999637,1571.198500394504,1285881.445745767
842149.656512618,2019,NL0000852564,103413,80331.00229013996,207947.9999999536,514.5502154924495,1133394.73520412
798716.63,2020,NL0000852564,103413,84821.567,192389.982,946.8668762823656,1064046.891
538167.965,2021,NL0000852564,103413,105727.276,154401.778,2399.167619844853,790802.362
465156.362,2022,NL0000852564,103413,,,,
,2022,GA0000121459,103443,,,,
,2002,,103487,53197.63026414829,56997.52509967827,,446535.2847681845
,2003,,103487,62988.05856540339,62184.20073347673,,470487.0280742018
,2004,,103487,55340.11931794693,68682.99000712809,,518787.3191879027
,2005,,103487,28274.5411665,61452.92909382038,,463838.1674230221
,2006,,103487,28727.9087305392,71414.98411837399,,533593.8046324722
,2007,,103487,103921.5327311691,99071.99999998412,,784948.7384132722
,2008,,103487,110000.0267,114000.0300000565,,726317.023255907
,2009,,103487,130999.9530999997,100999.9899999624,,621975.7587768488
504952.46222501,2010,DE0007164600,103487,136002.8841000024,125030.0000000352,,679198.6885255515
527011.624862285,2011,DE0007164600,103487,145234.8979,91065.99855488964,,790711.7872580698
531689.292364986,2012,DE0007164600,103487,144296.9998298916,42862.00000001125,,895973.2217226549
556353.947387452,2013,DE0007164600,103487,154754.9262,65600.99999997439,,875108.5025636101
633710.672660542,2014,DE0007164600,103487,155330.8696,80281.22313078186,,984323.1377137434
734063.116685499,2015,DE0007164600,103487,160673.9420000001,167050.0000000283,,982842.113625274
453883.037,2016,DE0007164600,103487,149540.028,163860.472,,776524.93
471875.915,2017,DE0007164600,103487,142554.9,160244.588,343.5729317193779,977100.158
470877.103,2018,DE0007164600,103487,144163.076,157233.497,402.3433358001711,978651.354
504410.258,2019,DE0007164600,103487,152495.0,154032.0,394.2562180087187,1151736.671
419968.982,2020,DE0007164600,103487,97370.0,124967.0,340.8984962607354,1161917.265
424855.683,2021,DE0007164600,103487,96261.0,111545.0,340.8984531011056,1225427.556
479822.508,2022,DE0007164600,103487,,,,
77998.4914978975,2016,DE0007231326,103533,27641.05147337837,25071.67145579675,,146066.9411201549
89590.4094137962,2017,DE0007231326,103533,31963.38591849824,29829.64862498386,380.4215792693677,168613.4119332547
103910.246673808,2018,DE0007231326,103533,37537.66143745538,34638.70929143817,309.3621807300516,190440.0843862967
106409.27885617,2019,DE0007231326,103533,39613.95195989274,33675.86296926279,38.21385499879496,189740.854260812
49888.436,2020,DE0007231326,103533,18826.101,15498.777,216.4565145147074,90386.471
78332.224,2021,DE0007231326,103533,29176.426,25303.253,498.4584659178359,145687.155
76216.104,2022,DE0007231326,103533,,,,
,2002,,10385,994999.4304999998,301029.2069234803,,684361.6541572824
,2003,,10385,1331569.508259976,379847.130620362,,827550.0108581143
,2004,,10385,2049974.194689346,716964.7894160493,,951085.4986035106
,2005,,10385,2042340.720835565,841211.8490985687,,1037304.366908126
,2006,,10385,1412632.680639033,79299.32999999888,,2495069.256476528
,2007,,10385,1882334.900000003,208099.9999999264,,1230623.00133507
,2008,,10385,2649002.359999998,209826.5000000107,,1012792.990563596
,2009,,10385,2349999.80089999,108927.2679140236,,1410692.330378583
3411017.18296398,2010,CA8787422044,10385,2325775.63805836,258619.0000001386,,1672913.608566123
4188331.00870806,2011,CA8787422044,10385,2712876.201700005,299347.9999999886,,2271442.599621552
4068070.72881497,2012,CA8787422044,10385,2953862.890889313,293513.9999999838,,1643553.322558265
3917476.63411192,2013,CA8787422044,10385,2773794.250179133,366972.9999999406,,1563759.389406239
3679156.16911883,2014,CA8787422044,10385,2766833.199900005,342660.9999999404,,1248723.338191111
3322563.68142549,2015,CA8787422044,10385,2508704.903000006,356944.0000001321,,1011930.757485717
3578937.59059384,2016,CA8787422044,10385,2597832.267453557,371029.0000000222,,1286576.290396561
3887903.42706879,2017,CA8787422044,10385,2681774.271400007,280174.0000000109,11860.01939028705,1912206.339525504
3872222.214,2018,CA8787422044,10385,2607803.621,342526.957,10224.08891999985,1868123.726
4727580.38879941,2019,CA8787422044,10385,2936330.700199973,290000.0000000407,8557.666721620903,2289313.73801122
3715944.227,2020,CA8787422044,10385,2582559.34,173100.0,10092.39066658249,1550724.333
4610883.453,2021,CA8787422044,10385,2851000.0,30000.0,7185.358302335329,2749731.084
4272513.966,2022,CA8787422044,10385,,,,
,2005,,103895,66328.25395425485,24994.53444478392,,376295.8049865192
,2006,,103895,54492.4870468895,21759.08587917371,,324788.9365462494
,2008,,103895,65079.14992557302,24968.44104828028,,307098.5778482901
,2009,,103895,54788.48216812745,21548.78214172068,,325658.3752929643
295828.556498073,2010,FR0000130395,103895,62954.19811709105,24050.72063634271,,370562.4563978907
357541.939011115,2011,FR0000130395,103895,55448.13529999999,26863.54231183838,,461895.8141867129
377917.072896669,2012,FR0000130395,103895,72718.3606,32941.0469511705,,485760.3643686615
390204.598470428,2013,FR0000130395,103895,74467.2472,34084.6873283214,,502178.3219483251
375089.847836214,2014,FR0000130395,103895,70208.59349999999,36576.15293830919,,476716.9624537632
314158.755263227,2015,FR0000130395,103895,62334.57350000001,30671.09194558616,,400893.1082364845
269556.581719325,2016,FR0000130395,103895,59497.02250000001,28925.71366678326,,355436.5022190757
202546.20168656,2017,FR0000130395,103895,8814.917600000002,1911.000000000261,31.09070720874616,379843.0342198304
238733.392176665,2018,FR0000130395,103895,7136.921000000004,2068.999999985962,23.56632432874681,438462.8063981333
237871.640997754,2019,FR0000130395,103895,10252.01039999999,1860.594096912236,23.7975111187891,419474.0493022143
203279.968,2020,FR0000130395,103895,58773.063,26850.827,22.98506881143666,362017.079
195117.716,2021,FR0000130395,103895,58734.381,29596.329,19.25489979046587,360824.262
232515.004,2022,FR0000130395,103895,6120.0,1738.0,,401343.38
,2002,,10405,321656.4480754747,195842.2376980311,,3017924.554405266
,2003,,10405,321127.2953056464,188395.0289248292,,2840003.270412168
,2004,,10405,451228.3079812475,270291.7351708005,,2511271.077830798
,2005,,10405,453646.9114336984,294033.5803467934,,3784497.10255065
,2006,,10405,568313.4971926307,374800.227681598,,4738061.669447864
,2007,,10405,583188.6507498991,386387.0035970678,,4657487.855336126
,2008,,10405,516299.506512,367011.7110816054,,4106064.04117828
,2009,,10405,325756.1741637803,209869.3035358053,,2403364.143792198
2578387.42737294,2010,US01741R1023,10405,394257.1122048888,271611.8956229456,,3168024.867980821
3381664.98739795,2011,US01741R1023,10405,515654.5711622552,337267.3365223499,,4140643.368359433
2651030.82687163,2012,US01741R1023,10405,484054.3627466064,325929.9663956627,,3200648.876438676
2139333.72815918,2013,US01741R1023,10405,339514.7960018144,227298.2691361153,,2680417.258492036
2252422.34115276,2014,US01741R1023,10405,349061.0541480185,278005.2428658553,,2821467.97655954
2003340.12375953,2015,US01741R1023,10405,337298.3685178445,236022.0280800443,,2469479.24418121
1715409.7401255,2016,US01741R1023,10405,312815.0965444486,206596.843811523,,2110639.99319499
2081919.01361547,2017,US01741R1023,10405,353553.9029000006,249621.2461148364,3155.304124705682,2585292.031293192
2223291.36545155,2018,US01741R1023,10405,384239.3324000006,281731.4741655159,2988.935106014927,2762502.912749273
2074575.26860981,2019,US01741R1023,10405,382499.2514999988,260917.2090356286,313.8768097028502,2547811.334733436
1794115.014,2020,US01741R1023,10405,247311.121,175467.278,672.0728325676537,2269458.7
2167059.253,2021,US01741R1023,10405,430192.0,401605.0,1172.508697049789,2216813.696
1989151.019,2022,US01741R1023,10405,,,,
,2002,,10407,36242.89855193208,57992.56278730041,,1377961.345957412
,2003,,10407,42072.53665631507,67911.55358246414,,1069527.626122409
,2004,,10407,51928.99918814332,78229.3434815081,,979109.403789756
,2005,,10407,51737.34899098727,70543.60090971083,,884575.8609639272
,2006,,10407,53944.3736625438,70230.34194043234,,841861.4922083837
,2007,,10407,44047.76875054569,46373.01166781742,,415869.6158100424
,2008,,10407,55445.63664619497,54207.60699269559,,427897.640216249
,2009,,10407,41860.99621519355,38827.05502854908,,319137.5319683299
157724.682131766,2010,US8793691069,10407,40731.07016278706,34045.889896203,,273136.8092423442
100986.752333546,2011,US8793691069,10407,29849.91082931916,23583.20793608344,,171870.4107208033
101479.010441845,2012,US8793691069,10407,31973.81987819962,23504.64339137103,,164740.7121844733
109318.291968833,2013,US8793691069,10407,34443.80627664924,25320.38357186524,,177466.9776076874
124264.670663148,2014,US8793691069,10407,39116.68337304362,32202.024694435,,194500.8114107776
121819.423989618,2015,US8793691069,10407,38944.53755764188,30127.49810770617,,190911.0933880887
127444.253414129,2016,US8793691069,10407,39359.79809737587,31713.76393716071,,213349.8791503508
150024.953995784,2017,US8793691069,10407,44807.18832343646,39440.94409549978,157.9530063555798,257261.3223920816
166735.918002491,2018,US8793691069,10407,51448.36454701595,44330.86769559532,174.8288865345006,278046.998187846
169056.63269841,2019,US8793691069,10407,54466.54850432105,42672.39355294329,66.13757888109636,273893.1712743745
165387.847,2020,US8793691069,10407,53481.623,40481.093,65.09968429217597,272728.715
183121.355,2021,US8793691069,10407,56632.601,47363.05,67.46830336248021,314422.836
151077.945,2022,US8793691069,10407,,,,
,2022,DE000A11Q133,104356,,,,
29576555.2392287,2013,US02376R1023,1045,28291514.65498431,410794.8496439965,,2999922.981153123
44371177.968266,2014,US02376R1023,1045,42641164.35771149,521047.3593513864,,4629021.253636568
43840364.32564,2015,US02376R1023,1045,42168731.856054,474438.377219185,,4407321.012515728
45484370.9509984,2016,US02376R1023,1045,43425450.03181176,393999.9999999718,,5604629.13868172
44300075.0988045,2017,US02376R1023,1045,41892599.9478,375400.0000000204,10.956828303362,6493391.109812986
42410624.1481156,2018,US02376R1023,1045,40276453.0766,328417.0000000041,10.2645416919243,6141691.980285075
42927677.1854269,2019,US02376R1023,1045,41143484.95779999,296128.9999999841,9.0106828213561,5243397.783940753
20748632.078,2020,US02376R1023,1045,19834198.0,257792.216,19.7946011420661,2273585.867
34345408.132,2021,US02376R1023,1045,28810236.0,250699.0,13.58697543671776,4633909.73
36327877.818,2022,US02376R1023,1045,,,,
,2002,,10453,26493.06288559656,42597.25036967918,,285661.9830671058
,2003,,10453,27076.10342537692,43089.53392942041,,281638.2099194784
,2004,,10453,32361.3977730724,50386.7433255841,,303326.410792697
,2005,,10453,12591.54455198276,20898.73577315001,,123234.6507324581
,2006,,10453,4901.145766592,28814.71999999251,,169285.1576043958
,2007,,10453,3800.249371712,24773.68999996314,,109143.9882198576
,2008,,10453,3186.044093648601,21740.00999991034,,101775.6661584906
,2009,,10453,3043.96578861248,24019.98999993119,,77412.50144412238
62603.2706568953,2010,US8807701029,10453,2343.077,23786.99999994609,,155625.4496010767
54477.0874259983,2011,US8807701029,10453,2103.0981,22543.99999994436,,132846.0613527799
59022.445799403,2012,US8807701029,10453,2039.0806,23849.99999994377,,146684.0785468129
55115.0659588154,2013,US8807701029,10453,1985.0786,25446.00000003768,,122771.618968013
59745.2585037328,2014,US8807701029,10453,2021.2852,24420.99999990483,,148818.2308177215
59996.2482936924,2015,US8807701029,10453,2154.084500000002,26502.99999996513,,145192.0598176742
66244.1897643245,2016,US8807701029,10453,2947.75010000001,28786.00000003477,,165782.9698358506
73940.8976711418,2017,US8807701029,10453,3019.045700000012,28211.00000000222,167.2311734592152,212407.0346444733
70721.309,2018,US8807701029,10453,3132.153,28366.73,167.5733205699538,197558.029
74023.619,2019,US8807701029,10453,3778.874,28772.441,136.2955517404405,200977.409
91748.241,2020,US8807701029,10453,4195.059,29210.931,481.2069833145869,281383.687
102594.579,2021,US8807701029,10453,4696.684,29055.47,502.9658787306425,350969.737
83489.647,2022,US8807701029,10453,,,,
,2002,,104643,3029.163799208927,6554.26974379163,,49671.47069956398
,2003,,104643,3449.059088623626,6719.682151272958,,49646.73285601757
,2004,,104643,4856.702771912917,8601.315696420907,,62239.4023461129
,2005,,104643,5502.065818037441,8643.872816759203,,62583.05629336686
,2006,,104643,7322.214927880942,10339.17433524907,,74081.29256918127
,2007,,104643,10355.5362232487,13142.44925699882,,95385.13963007754
,2008,,104643,10359.17068707,12440.66014749884,,85609.08152185511
,2009,,104643,2782.601629789229,25871.99000006933,,89686.59497186082
44227.6512806351,2010,GB00B8C3BL03,104643,1725.73,26547.01999997178,,84451.61290311826
41993.6563278344,2011,GB00B8C3BL03,104643,2327.70467866505,25166.63999996262,,78012.78775714306
39356.3385320238,2012,GB00B8C3BL03,104643,2341.0505797608,23095.51628595866,,76022.36239034109
41996.6571527574,2013,GB00B8C3BL03,104643,10304.34334615311,18109.38976920771,,74182.6797670698
33661.9024558653,2014,GB00B8C3BL03,104643,4014.538560983256,15992.68405144155,,77622.50194272294
40081.8844942708,2015,GB00B8C3BL03,104643,10887.08100000001,15078.24999997196,,78487.33092458876
30831.1746492714,2016,GB00B8C3BL03,104643,2165.886500000002,14517.00000003728,,83365.378022608
27680.8800165833,2017,GB00B8C3BL03,104643,1337.895000000002,11782.99999994594,67.91447723505367,90313.86420562638
27993.9886252908,2018,GB00B8C3BL03,104643,1488.910400000002,11342.99999998069,77.37182394807871,93907.46362397878
27143.983,2019,GB00B8C3BL03,104643,1805.0,10535.457,59.72889238974971,87272.951
24471.683,2020,GB00B8C3BL03,104643,2983.0,7107.3,101.7902249865559,85561.405
18557.807,2021,GB00B8C3BL03,104643,1061.0,4326.0,38.35661805349871,92657.257
17769.667,2022,GB00B8C3BL03,104643,,,,
,2003,,104761,62301.15303967903,80703.5812241473,,199031.2316696777
,2004,,104761,70875.7321162779,91470.40218322,,221658.7118980468
,2005,,104761,68756.1027851433,83202.49509869948,,201005.7718542127
,2006,,104761,92071.82033797073,107850.6533499879,,256804.7726373623
,2007,,104761,111743.1238172356,126703.2065558617,,306453.6463642648
,2008,,104761,157282.78756427,175145.0699999358,,405568.6170871049
,2009,,104761,141906.3848149873,160904.6853169317,,389175.8451918392
110241.775634968,2010,NL0000379121,104761,9483.7288,10146.34570307704,,397722.9467730802
126859.899430128,2011,NL0000379121,104761,10034.16311997229,11643.43466926864,,460727.8239825699
121332.913791028,2012,NL0000379121,104761,10295.99022862695,11439.21911188407,,445690.087498152
117167.919767136,2013,NL0000379121,104761,10242.81798167871,11380.13811888035,,427554.4647485508
120755.649459517,2014,NL0000379121,104761,10595.04568825345,13384.67385194018,,455331.4422326933
156479.279874236,2015,NL0000379121,104761,54197.50748810721,22597.19372106756,,406943.4212065008
199530.952,2016,NL0000379121,104761,73322.455,40348.243,,465486.821
174462.349,2017,NL0000379121,104761,57592.377,21077.63,0.1150422498273971,558998.439
201865.676,2018,NL0000379121,104761,70422.32,27355.112,0.006324120425114,581839.582
189821.543,2019,NL0000379121,104761,69768.404,24582.172,0.0010714045285572,511796.946
143241.974,2020,NL0000379121,104761,49336.273,18122.427,0.0017955846692641,447714.003
213901.532,2021,NL0000379121,104761,66507.902,26345.076,0.0,605219.646
180087.018,2022,NL0000379121,104761,,,,
,2002,,104795,128997.090737719,31272.97652564378,,280695.992845077
,2003,,104795,154556.8353168843,40208.38012622684,,319586.1135522309
,2004,,104795,149010.6631638415,44169.14115501869,,314664.49006969
,2005,,104795,59946.18730000001,39554.16523425622,,335181.5312984312
,2006,,104795,51436.97139999998,82515.35937496478,,393857.8917420311
,2007,,104795,75464.99646317412,88381.28271670837,,415854.7936140141
,2008,,104795,60522.91990000001,191115.2812499308,,297068.6844065276
,2009,,104795,72243.14987608731,79208.99999997788,,432990.141775557
297854.825720166,2010,GB0007973794,104795,86322.08787264688,41591.30078134299,,517430.0965140819
403442.770578626,2011,GB0007973794,104795,98126.5107013968,112892.0000000549,,574517.8216822257
392530.491415999,2012,GB0007973794,104795,86307.90626244564,116456.0000000153,,575597.3899473576
616483.188892744,2013,GB0007973794,104795,228888.8072,219533.0000000189,,507810.4829415657
504319.378131487,2014,GB0007973794,104795,179437.9038000003,170276.0000000138,,496480.9337340419
410395.237333136,2015,GB0007973794,104795,162907.3527000009,136789.0000000473,,359082.9540638498
459205.562,2016,GB0007973794,104795,182819.0,182838.845,,315478.866
344045.007212606,2017,GB0007973794,104795,173199.971,79366.0000000637,8.014058614650033,322045.0273910965
353734.691943049,2018,GB0007973794,104795,175266.7248,83560.00000001535,0.0,301788.0695645418
361606.589696031,2019,GB0007973794,104795,181412.8415,85481.00000001096,0.0,296083.2072695151
303054.806,2020,GB0007973794,104795,165259.0,72500.0,0.0050685591619657,241203.078
298275.957,2021,GB0007973794,104795,166590.0,52601.0,0.0,298248.924
,2022,GB0007973794,104795,,,,
,2002,,104833,577947.6003274638,392391.4086265875,,5368911.533727955
,2003,,104833,759319.646456462,461484.061015404,,6241394.269783013
,2004,,104833,222.737034092311,3504.694209413725,,14670.20670396259
,2005,,104833,965365.923425722,438957.8363501482,,6017223.248577078
,2006,,104833,1025890.468690916,621301.700000005,,7434363.820319824
,2007,,104833,1080214.727275822,559030.7617194768,,7915777.468087001
,2008,,104833,1198904.533319989,655507.5199999632,,7147056.41127332
,2009,,104833,432.6016306950519,5441.403509029367,,22846.6364426994
12084.0198728344,2010,NL0000009165,104833,557.250521073942,6925.66554746463,,28913.87767598606
5021257.20939471,2011,NL0000009165,104833,1185084.338118177,765000.0099999638,,8795226.0652567
22368.3907877065,2012,NL0000009165,104833,1051.983239739649,12926.60043142476,,53715.96665290394
5303205.35525581,2013,NL0000009165,104833,1230144.748261004,677226.8631790731,,9182754.416035416
4895199.38375202,2014,NL0000009165,104833,1185290.305709155,678718.3800671546,,8571942.265605304
4272135.25030462,2015,NL0000009165,104833,1035204.96,485515.9999999509,,7734994.444235388
5205531.336,2016,NL0000009165,104833,1060448.518,699285.658,,9158566.381
5715744.209,2017,NL0000009165,104833,1023561.93,512060.62,,11294856.987
6027728.683,2018,NL0000009165,104833,1046523.473,699859.023,280.8020155086786,10986599.562
6030177.216,2019,NL0000009165,104833,1066208.241,719475.08,82.56323259953454,10491187.511
5339955.704,2020,NL0000009165,104833,971894.43,755287.0,94.08358275012657,8913415.322
5746636.654,2021,NL0000009165,104833,1096789.547,646949.0,76.02156217842683,10341126.805
5537764.36,2022,NL0000009165,104833,,,,
,2002,,104864,1052.840170390019,5016.616994895358,,3069.528670079083
,2003,,104864,1269.384965435802,5926.323641454073,,3516.782773744264
,2004,,104864,1302.430519669835,5977.091358562038,,3465.445602579624
,2005,,104864,1231.761870279758,5294.69404606737,,3058.72431355533
,2006,,104864,1309.21400883086,5437.679021776863,,3096.516804304665
,2007,,104864,32559.25569499619,130667.0204137369,,75460.87548832103
,2008,,104864,51751.97863809196,61013.10859763286,,337091.077918944
,2009,,104864,51069.15400859602,58169.92846917149,,351768.0973641683
167377.092988021,2010,FR0000035081,104864,45628.19154903123,47027.90575921192,,295845.9329806537
175016.962811197,2011,FR0000035081,104864,45398.66820517813,48158.04862908637,,330734.313222467
420571.789343943,2012,FR0000035081,104864,2914.9355761848,339759.1601820638,,300157.9643745912
358493.123841507,2013,FR0000035081,104864,3619.495142990852,272513.9767089866,,317221.785573747
430105.268839404,2014,FR0000035081,104864,3665.087422547276,340742.4489112794,,346759.8519778862
71583.0374287008,2015,FR0000035081,104864,4015.065100000002,10196.00000004688,,234044.4590112113
69037.5729866111,2016,FR0000035081,104864,4945.156600000003,7121.000000057928,,235677.9623038734
89773.7282474862,2017,FR0000035081,104864,7911.821990469601,9285.53446080938,39.76993512504122,305990.8761637944
86223.3474551339,2018,FR0000035081,104864,6663.011100000003,6003.999999941747,47.07403031960147,306216.4454798931
62900.476674398,2019,FR0000035081,104864,3992.013899999994,4344.999999981547,48.35934855752582,221519.3017638038
54644.466,2020,FR0000035081,104864,3148.0,3883.0,49.38949704945541,194358.629
67827.908,2021,FR0000035081,104864,4232.943,4248.0,48.80555409366657,252645.512
57218.618,2022,FR0000035081,104864,,,,
,2002,,104881,4754.039796147271,29668.20299002602,,200496.7451160713
,2003,,104881,5878.05126376171,35568.64470248098,,232782.7147205541
,2004,,104881,6509.067100547341,37960.04684989317,,242941.5623044349
,2005,,104881,5585.706903619879,30388.42832379367,,193654.2441335147
,2006,,104881,5677.995687529679,29509.33054929382,,185239.5985661754
,2007,,104881,0.0,2270.960000032512,,206872.4463392328
,2008,,104881,0.0,2270.960000080061,,170619.0962570825
,2009,,104881,0.0,2759.000000073708,,169756.9940139739
30150.454,2010,FR0000054900,104881,0.0,3199.314,,167913.062
25908.2235719215,2011,FR0000054900,104881,225.0,3411.281422822544,,164696.4400294219
28409.3383876331,2012,FR0000054900,104881,274.3144461499,3183.99999996454,,156494.3215122239
19329.2423736559,2013,FR0000054900,104881,293.0504,3320.000000046783,,119262.8744580166
19708.9979481869,2014,FR0000054900,104881,269.577416104514,3762.578075366721,,125124.9445518111
15763.534513597,2015,FR0000054900,104881,1305.4382,1758.979616245056,,98416.95030668852
15981.702,2016,FR0000054900,104881,1046.0,1686.0,,106784.764
16807.0831589374,2017,FR0000054900,104881,1154.0,1626.0,18.78455865121324,117547.581
17805.8459037931,2018,FR0000054900,104881,888.951,1608.651,21.60923261108069,128655.717
20816.617,2019,FR0000054900,104881,517.0,1089.0,18.10326698388394,111948.814
18977.552,2020,FR0000054900,104881,755.92,866.0,22.14789556435112,101516.849
23611.682,2021,FR0000054900,104881,1488.897,1350.0,46.43180676475725,127754.06
18945.087,2022,FR0000054900,104881,,,,
,2002,,104898,68102.21403038224,106755.290846093,,327225.9668790082
,2003,,104898,77793.95536356435,83127.06999999999,,415966.1640240659
,2004,,104898,86145.97986397281,88076.2,,448441.8750929648
,2005,,104898,68241.17050293711,79168.73999998422,,390973.1595976622
,2006,,104898,63895.6432978663,28725.29999999738,,349447.6236491108
,2007,,104898,63541.81200907718,89765.34506264096,,329964.4296933768
,2008,,104898,20294.28379312494,26429.20383526234,,232749.1142150323
,2009,,104898,21029.69277970302,27695.93637245385,,257837.081096327
120341.468618469,2010,GB0005576813,104898,21676.92749196944,27189.79361577463,,250931.9311179935
120205.686017387,2011,GB0005576813,104898,20994.26516527737,28469.63562843629,,260803.6880459367
127781.956929222,2012,GB0005576813,104898,28837.3876,28244.99240393128,,263713.070332597
128661.229113776,2013,GB0005576813,104898,27493.79499346569,27839.28072897335,,273517.7965487913
143868.267826623,2014,GB0005576813,104898,28929.5272,27678.33062217004,,328126.6065225434
147512.868790582,2015,GB0005576813,104898,29910.59110000001,30248.6608075829,,332225.4577865883
141361.165357898,2016,GB0005576813,104898,30983.17686364288,28103.99999999313,,336906.1833826465
140772.772967067,2017,GB0005576813,104898,31246.97704224894,25989.00000000605,255.1242467451037,360094.2073845242
142452.932462666,2018,GB0005576813,104898,31478.72346897092,21129.99999995152,378.7704800143557,387897.4255405454
137097.739034031,2019,GB0005576813,104898,32441.06190508649,18517.00000004273,131.9359503819239,363313.4335108246
137994.014,2020,GB0005576813,104898,38815.213,12689.1,578.2037662609958,362131.507
178067.17,2021,GB0005576813,104898,46228.496,12690.793,758.2427752059231,535093.34
154454.866,2022,GB0005576813,104898,,,,
,2002,,104907,10015.003,19191.863,,83616.317
,2003,,104907,13605.586,25915.744,,104584.749
,2004,,104907,16469.166,32137.608,,127816.264
,2005,,104907,8604.268220528873,33284.67905547262,,125713.3877528583
,2006,,104907,14116.5777139723,29797.66999999752,,181485.7761481638
,2007,,104907,9010.579113476051,32524.11000005495,,173275.2318056997
,2008,,104907,9320.358822289343,36275.02000004154,,143730.5339564581
,2009,,104907,9168.0800000024,46447.73999986782,,177811.7173478616
113863.107782866,2010,GB00B23K0M20,104907,13371.11569999763,67740.96093748153,,165944.158197815
117502.725885557,2011,GB00B23K0M20,104907,15053.6746999997,67521.29226637754,,177264.9359859921
140879.13621326,2012,GB00B23K0M20,104907,17094.12669999971,86633.6328125591,,191357.3061300685
131461.386573925,2013,GB00B23K0M20,104907,14422.05579999758,73089.99999998168,,198141.1486877879
136487.115373141,2014,GB00B23K0M20,104907,13860.2141999997,70242.82031246547,,244287.9056212949
142872.00989746,2015,GB00B23K0M20,104907,14458.69140000001,73731.45312504676,,262225.1542915662
162439.439,2016,GB00B23K0M20,104907,44288.313,64324.687,,264026.896
129254.227260265,2017,GB00B23K0M20,104907,21217.1776000006,54262.0000000065,0.1150422498020756,244945.8118797058
116155.952012031,2018,GB00B23K0M20,104907,20397.06950000002,45176.99999999686,0.0063241204252512,227498.7623072455
104830.13827138,2019,GB00B23K0M20,104907,18960.65589999995,41894.14062501702,0.0010714045283972,190298.9969679717
86679.691,2020,GB00B23K0M20,104907,18979.0,28359.0,14.79265220370055,170984.246
82466.308,2021,GB00B23K0M20,104907,15046.635,24088.0,6.739253081258414,195676.504
66181.621,2022,GB00B23K0M20,104907,,,,
,2002,,104967,955304.9721758245,140416.1234512656,,851822.3128835205
,2003,,104967,976268.5671081068,158418.0327357374,,874331.8066070728
,2004,,104967,1000632.6,63713.94818589266,,841582.6423165841
,2005,,104967,1158982.880985097,48027.58877150082,,575742.845199277
,2006,,104967,1461871.800014973,65345.80014196266,,655645.4748431061
,2007,,104967,1465522.213640812,68246.69691683866,,651577.090958038
,2008,,104967,1027435.237749271,59364.64605906131,,440334.7591039552
,2009,,104967,961376.37,53998.34999997203,,598862.3069393325
872146.143542589,2010,GB0006215205,104967,691593.5414617157,39593.17033182985,,412592.1152325041
1107890.37701433,2011,GB0006215205,104967,887510.4749999997,60740.82421876744,,449317.0860551413
936547.447428969,2012,GB0006215205,104967,754973.1205000001,64544.99999998613,,345920.0825334374
942261.441409551,2013,GB0006215205,104967,765526.9588,62066.00000007656,,342274.5924749843
923852.035528533,2014,GB0006215205,104967,750013.9696,67186.00000003059,,346490.6863423941
934089.159387054,2015,GB0006215205,104967,765434.0814000004,66316.99999993498,,331141.8978810852
1023877.25575842,2016,GB0006215205,104967,815788.9390000004,95107.00000004636,,369759.4983260557
942818.529416325,2017,GB0006215205,104967,801062.0372000004,60682.33984374275,380.4215790108998,382781.7607762637
931011.894,2018,GB0006215205,104967,808650.046,48660.344,309.3621806767664,367217.931
947746.828,2019,GB0006215205,104967,823581.8059999989,50013.459,38.21385500134609,355574.091
595273.658,2020,GB0006215205,104967,466399.275,68260.172,216.4565145056561,266010.177
815702.29,2021,GB0006215205,104967,657236.63,73649.1,261.6993770723431,351260.673
983902.966,2022,GB0006215205,104967,,,,
,2002,,10499,263793.6936282745,444822.4101591948,,2394532.287675885
,2003,,10499,344684.8150821059,504850.0057341378,,2603248.919274272
,2004,,10499,481416.8086617508,625945.6727383629,,2980877.90249351
,2005,,10499,190006.5593603221,610440.9781089688,,2809123.143565464
,2006,,10499,213516.7637319031,641047.5224084784,,2736945.381137707
,2007,,10499,1315178.250396588,645349.5099999029,,2483752.635495644
,2008,,10499,819907.9,1249999.989999953,,1960397.139436272
,2009,,10499,593434.5499999997,1045725.960000047,,1746440.362340586
2664758.96331199,2010,US8825081040,10499,731476.1172000004,1125452.000000019,,2207252.723443825
2946556.1688053,2011,US8825081040,10499,763237.9796000004,1481734.999999991,,2158238.557516938
3054219.96889423,2012,US8825081040,10499,753262.9762535417,1588465.745298694,,1925329.526253088
2925387.59307274,2013,US8825081040,10499,862204.3928000004,1388729.000000008,,1804769.369582814
3021413.27633456,2014,US8825081040,10499,975534.9096,1333924.000000014,,1960742.569086015
