date,High transformation,High preparation,Low advocacy,Low transformation
2018-06-29,0.7282749705103149,-0.03274431506399861,0.27642347084265007,0.6784817198060874
2018-07-31,0.7496722542069345,-0.05276378411621496,0.25895918462943335,0.624399421091191
2018-08-31,0.8571844787984559,-0.08408833602452509,0.28942650630310274,0.6118135125749649
2018-09-28,0.8275439694439508,-0.1619774599835736,0.28423258119460093,0.6235895470598428
2018-10-31,0.4379216546362179,-0.26017628964487305,0.0750770165906044,0.19918197667189674
2018-11-30,0.5119738819210902,-0.14470639965657417,0.1324723771284444,0.016677679618391394
2018-12-31,0.55474420072113,-0.08553405586777296,0.16790287491238842,-0.19142736442517627
2019-01-31,0.5743921134422081,-0.061728282852403504,0.2294405678872038,-0.24226532337437567
2019-02-28,0.6041366762500224,-0.045442368895974194,0.2720319874535825,-0.25510705084936336
2019-03-29,0.5205679322746982,-0.06663294408025622,0.25118073882304504,-0.23634423115259495
2019-04-30,0.422566335149426,-0.1260796182895758,0.17660060352493212,-0.140429413537137
2019-05-31,0.4330044730468934,-0.2093706146569324,0.2073343840858186,-0.28995134793395905
2019-06-28,0.48391353094423284,-0.19227065998607418,0.15903366590349166,-0.11842325786347407
2019-07-31,0.5565638714573325,-0.1459513384097466,0.19475286236799672,-0.10779218930820267
2019-08-30,0.5599889391911783,-0.15694545190538545,0.16417956924356725,-0.12603985967130737
2019-09-30,0.5185667089028041,-0.0886655500282495,0.31897594850547706,0.04364664287084574
2019-10-31,0.49102184216065853,-0.1452918153825744,0.27920044672110556,-0.020205059608105147
2019-11-29,0.41858696165104253,-0.175331807456496,0.22975398106152578,-0.06130932970099734
2019-12-31,0.3559856452526696,-0.15633439209209898,0.22406500971272958,-0.0092066007510474
2020-01-31,0.3504211129750292,-0.14380729985752183,0.22595783068430902,-0.008151642907617218
2020-02-28,0.4142060778540724,-0.23028159277270221,0.17162249089939652,-0.09793095249000416
2020-03-31,0.2945733456027382,-0.3990499027113281,0.008053749888924155,-0.2754459455996574
2020-04-30,0.3011074044184058,-0.3299100487193547,0.025446561440914284,-0.21389054590735834
2020-05-29,0.4823808441440942,-0.06432252946989525,0.17190318834555818,-0.17188599945832417
2020-06-30,0.5154069672904176,-0.17955811924769294,0.1800087778227324,-0.24417968017733616
2020-07-31,0.4808212703872021,-0.16058394936651132,0.1831422766773887,-0.18195585686422233
2020-08-31,0.5692170058432791,-0.12691949967368021,0.22298544616305938,-0.14961582261701256
2020-09-30,0.6415444092119473,0.03523151905798971,0.2956919343804306,-0.03510844540439062
2020-10-30,0.7953942159112191,0.19733211164815245,0.5353233233854763,0.037996622027766436
2020-11-30,0.6756334523334382,0.14786202556581562,0.4437515998210345,-0.004740243434561364
2020-12-31,0.8249789960180185,0.018198650094017166,0.5159176257767426,-0.023975158515877365
2021-01-29,0.5928363946070686,-0.11138131663397194,0.35016110143458995,-0.08781642599476024
2021-02-26,0.6218614993366796,-0.11692764522814314,0.3262486752000441,-0.23295204994679486
2021-03-31,0.7962555839676547,-0.02818751980846615,0.44700601289639474,-0.19095385529503622
2021-04-30,0.8459950100354223,0.055022207866579576,0.5065902931152299,-0.24589168027932828
2021-05-28,0.8337821767775264,0.12430146746037218,0.41115710033658304,-0.16513501760806246
2021-06-30,0.7811626004780255,0.09365309184689134,0.38303193140515973,-0.26715747162563924
2021-07-30,0.7454271034097825,0.02300214001397123,0.31853094210527244,-0.29740234047380076
2021-08-31,0.7249708993156719,0.015849318698765526,0.3707701829542076,-0.28466470830876106
2021-09-30,0.5716965781238273,-0.10588168831280853,0.18666846351073924,-0.3119988660629206
2021-10-29,0.5318031033435061,-0.09085460816265617,0.1372043655096023,-0.258232855043684
2021-11-30,0.47690802337838933,-0.1396498816502733,0.07376541695057903,-0.2733786094519344
2021-12-31,0.577765208958805,-0.12017044620362427,0.0733301878898569,-0.2874304834712887
2022-01-31,0.46029960997959884,-0.18793102271847728,-0.013127626137304338,-0.30260266445835127
2022-02-28,0.3942578379502716,-0.008316617099578982,0.1549753243818981,-0.0688342479541788
2022-03-31,0.2575694502431768,-0.3695368228570334,-0.08245908913940492,-0.07945926716769225
2022-04-29,0.29479741440524465,-0.1869713248310078,-0.04046223397228338,-0.0279137246172122
2022-05-31,0.13982804753245837,-0.3090217486356371,-0.07018602091783854,-0.1573215932436801
2022-06-30,0.01953366144645316,-0.17218655176286754,-0.28303728750281026,-0.11828872425846534
2022-07-29,0.09924931000287077,-0.08797090334732494,-0.14854751267281988,-0.0727643659248845
2022-08-31,0.21939993181962847,0.003391761292207751,-0.039222389211161834,-0.01193563236347095
2022-09-30,0.05297359405396787,-0.1262574207757245,-0.16663256834402057,-0.10709847632683844
2022-10-31,-0.05830152875214878,-0.1802498310844282,-0.22627481760197288,-0.11521203806657693
2022-11-30,-0.040952073423043786,-0.16290801809997804,-0.19412366894997973,-0.05010391481480486
2022-12-30,0.0020556692103747,-0.036726634232927824,-0.04265996300505648,0.00486934928076066
2023-01-31,0.2540018491330388,0.14393138845000608,0.12038938410117173,0.2275007982375239
2023-02-28,0.30014140690329527,0.1785267247724619,0.18906927783167293,0.2969679348735075
2023-03-31,0.2764983671598892,0.15551939423563377,0.18855803539170435,0.28843838558306456
2023-04-28,0.23747124790480734,0.1377706952967116,0.16574388412467378,0.26518371655545714
2023-05-31,0.2679399209343766,0.037898578741187294,0.19921077572887003,0.2618077699422845
2023-06-30,0.42570001289731807,0.2260842108714778,0.33393581393031546,0.45474522832922737
2023-07-31,0.30404541791966133,0.18642669792310357,0.26183955854198937,0.4291574098243001
2023-08-31,0.2653086704447094,0.18484719271633726,0.2653015721227554,0.5004308714149818
2023-09-29,0.35695001362266143,0.2879269817433052,0.3490713235512358,0.5737155901294162
2023-10-31,0.4149058944580114,0.340002099477185,0.4499927543982369,0.6137783709016819
2023-11-30,0.38924636738173723,0.30495683252105565,0.3918054866683297,0.6256147844219623
2023-12-29,0.3103397290223966,0.22395881855232969,0.34637591430888287,0.5233832638361282
2024-01-31,0.29065848515192416,0.2322972939211292,0.32833726338458175,0.5379964860344961
2024-02-29,0.42784537652709986,0.24869287215969305,0.399972442544217,0.3835147159781972
2024-03-28,0.4623556043163639,0.26956492326538284,0.4288635578216146,0.422487272020569
2024-04-30,0.3770666894647195,0.18317624974100255,0.3793700110861864,0.3749261470321169
2024-05-31,0.26659952852916763,0.1614233424715414,0.3428635350070301,0.347957260627632
2024-06-28,0.2436271281530058,0.14558159505223633,0.39286306211051003,0.3489317932267388
2024-07-31,0.19213619539605548,0.15966668818105084,0.35696390138029344,0.3430132523027481
2024-08-30,0.1843330173328527,0.20311653996366885,0.30471237802746054,0.4051673486813041
2024-09-30,0.20888238805133208,0.2740174571522136,0.3016796875571645,0.4015744562045649
2024-10-31,0.21895424122557527,0.2835072660253348,0.2991991737238634,0.4960367966570909
2024-11-29,0.17315985547617208,0.23251113856222072,0.26030765219861707,0.46311897823497183
2024-12-31,0.04324902622202842,0.047371725284189536,0.12873433776360832,0.3724780842922436
