date,High communities,High employees,High suppliers,High shareholders,High customers,Low communities
2022-10-31,0.7184604183223227,1.0163502899852166,1.0300166273266467,1.057186665133349,0.9182070858653109,0.9685961624720375
2022-11-30,0.5246681861370079,0.7928518117425488,0.7993723314599612,0.8521124251187454,0.781924808805475,0.7453196355993192
2022-12-30,0.3601770442098088,0.7277083110927925,0.6307515909817119,0.7029075941075507,0.6615765234583931,0.6307555367716313
2023-01-31,0.27247655615432176,0.6379978478616761,0.5477032403283458,0.6290087065838836,0.566154248773046,0.535310854266449
2023-02-28,0.3054365809659998,0.6759345852965859,0.5853551645290587,0.6966989994746466,0.5586766765504532,0.5745218887168113
2023-03-31,0.24002801833956466,0.6483833186802836,0.5426297991708801,0.6283128740788406,0.543441166310051,0.5529187091706516
2023-04-28,0.3541950518558474,0.7321530968066399,0.6027996810367819,0.6964122209828048,0.6548152945670798,0.653194167883824
2023-05-31,0.44722978708712413,0.8120738693213938,0.7418627565892522,0.84123413257653,0.7778546900514562,0.7740663457267706
2023-06-30,0.5681725244126965,0.982271363738372,0.8660875381388861,0.9774477149214897,0.9253035342525724,0.948896820027145
2023-07-31,0.6919188961555662,1.1863131151290651,1.019359009182546,1.131543461318922,0.9736830978326245,1.1345878619982965
2023-08-31,0.7310568281058738,1.1877644748553966,1.0398897536471636,1.1567972149678556,0.9924993358583659,1.1498146199359973
2023-09-29,0.5344381111284041,1.0873331032248341,0.9365638959606952,1.0783204175481367,0.8573235606932651,1.0478119266258625
2023-10-31,0.6121365379373559,1.0223328012128237,0.9074277488176975,1.1109264791218687,0.8932988798717497,1.0576628967397799
2023-11-30,0.8349034171105294,1.1408741509413756,1.125463127681587,1.3211801202250437,1.0376476373908197,1.1723742903574956
2023-12-29,0.6714500287573689,0.9531769320812484,0.8677144392982181,1.1143560293474,0.8832347205590881,0.986726515239323
2024-01-31,0.6523565884865873,0.9732682310893948,0.8367652676876512,1.064341769741372,0.8139040265391597,0.9040501895755557
2024-02-29,0.7882772703386394,1.1126440966987579,0.9945553378945334,1.1368683530647148,1.0038621496236382,1.0610382051870746
2024-03-29,0.7954651785392035,1.0564258323845184,0.9915568025537039,1.089895486281765,0.9808046191316561,1.0280264417961322
2024-04-30,0.8246056327011121,1.0336629391672534,0.973373231862644,1.1335908574274118,0.9567244602108842,1.0099364463310492
2024-05-31,0.7079577003194674,0.98369987109273,0.8672767030484183,1.1644034496051479,0.9069201279377983,1.0056834643669825
2024-06-28,0.6831001350107484,0.9675450272055455,0.8807301426077158,1.1682828514192052,0.9349007026189938,0.9809914884436262
2024-07-31,0.5516382871962378,0.7255653917191794,0.5964669389160853,0.9551056414844129,0.7562235770749478,0.7161627894957561
2024-08-30,0.6352811914448637,0.6472384236123534,0.4058141920342486,0.7949063487517339,0.8183291237241284,0.5979176430211163
2024-09-30,0.6585015555794544,0.6953328200566791,0.38061544811691783,0.7787862843368425,0.795945925592473,0.6237992762119612
2024-10-31,0.5877283666261264,0.7193573794493068,0.3498069872375359,0.7169340564576425,0.7812083393369691,0.58742941005797
2024-11-29,0.5702198205267651,0.6972669860666751,0.29847976963062856,0.693823278551926,0.7905407989846629,0.5556758046676226
2024-12-30,0.5882130714613967,0.7198319579317184,0.4617687903281903,0.7647219633504977,0.8008370273740231,0.6169794334452817
