date,High transformation,High esg_sp,High preparation,Low advocacy
2018-06-29,0.6059315397708008,-0.06571298933578967,-0.21428265759504855,-0.02929149778495499
2018-07-31,0.628461298616241,-0.08018643281788973,-0.17543006159396468,-0.0231377576975359
2018-08-31,0.7651283650530815,-0.031692850148241414,-0.20898782677850036,0.033636246187586705
2018-09-28,0.7580233701208248,-0.08612535865787424,-0.24173144023182436,0.01726915154807329
2018-10-31,0.3984223828966238,-0.022122168248700058,-0.34591181506176305,-0.08310881907274847
2018-11-30,0.4743855188704452,0.06188815405408843,-0.3097045632548602,-0.06909521490083703
2018-12-31,0.5651409280413108,0.03272387855927894,-0.22130185114695122,-0.01904828679832704
2019-01-31,0.5671550045779779,0.13428789979258848,-0.1835264236832992,0.0965323762470538
2019-02-28,0.5694452577460075,0.1364342105360592,-0.1959299424323615,0.1293179960461608
2019-03-29,0.4946717256039004,0.13695452918588935,-0.21847785583397394,0.09158692485808917
2019-04-30,0.35165254377996313,-0.0037498996748630553,-0.2509260687746817,-0.057083974952298444
2019-05-31,0.35056464150356126,-0.06009959724027247,-0.40772463234433554,-0.04394142758223052
2019-06-28,0.4986902282650696,0.014320286362533574,-0.3798033830840578,0.00833194651460123
2019-07-31,0.533640048937613,-0.021887550004126233,-0.34975199947883484,0.04161751377856415
2019-08-30,0.5420237283608728,-0.07065303825308822,-0.3536475184631098,0.035249156487414
2019-09-30,0.5422428906510569,-0.03230256222834327,-0.34716587509608887,0.20974784708600258
2019-10-31,0.5048294126784217,-0.07577015314259161,-0.3865104398677663,0.17155649127632722
2019-11-29,0.42111912986219624,-0.07925120753895853,-0.4199265802240878,0.16156560022384092
2019-12-31,0.3686231995000794,-0.04245898440919871,-0.3091168545349249,0.12538365857889167
2020-01-31,0.35561810028249463,-0.0534312611519584,-0.2978718049661532,0.12573753255614262
2020-02-28,0.3944827271957,0.012062315977397597,-0.32693740233776114,0.07581372924045926
2020-03-31,0.22799065028608845,-0.13536718558397454,-0.5431052386798765,-0.09328782601295038
2020-04-30,0.15947295080207868,-0.029165414939584022,-0.34130721639304684,-0.040259181148544876
2020-05-29,0.24415861924568638,0.11168514730399637,-0.26739408707067835,0.0599176825184804
2020-06-30,0.242002017936072,0.027761104855255514,-0.3393205390274674,0.04179503965834219
2020-07-31,0.22887323858379993,0.04105527601540815,-0.33429365983282144,0.04249114570368295
2020-08-31,0.31056665319488297,0.07246228119683651,-0.2743549940122001,0.08428475999879304
2020-09-30,0.4237108594728346,0.1058857546082731,-0.13181325422566348,0.17599325447331537
2020-10-30,0.7704822306280515,0.1778363269131622,0.21235223816772508,0.45525692507140086
2020-11-30,0.6380069434288668,0.04474462027614157,0.13843505080412943,0.3271872250454718
2020-12-31,0.8468833395022237,0.03874983388745651,0.06265386316672222,0.43040467400690274
2021-01-29,0.6561874678456235,-0.03213978918905716,-0.08019529026088609,0.27640800437590457
2021-02-26,0.5677351318941732,0.13500786405431286,-0.04524879275562754,0.23298743820376053
2021-03-31,0.7661736763005204,0.2533607302816536,0.09954987745903515,0.42081110791715876
2021-04-30,0.8333138289824633,0.31576629562384023,0.16276018209789622,0.5102393253806188
2021-05-28,0.8679606130343656,0.39963755557101255,0.3821653915532321,0.49322591957037665
2021-06-30,0.7820766799855483,0.3663562126223798,0.32323642878079695,0.45869289649518663
2021-07-30,0.803459564198133,0.2937735993648595,0.2743742893701495,0.3849620965718429
2021-08-31,0.7959448731881835,0.29475071229109395,0.24046728769611095,0.3835601579812052
2021-09-30,0.5994127513133324,0.14078011862199147,0.11313265717002657,0.1947726198720272
2021-10-29,0.5917865877070351,0.16052564315923226,0.10316338150501525,0.19585426349771973
2021-11-30,0.5234715482240833,0.015962409817623313,0.015868053145062788,0.07068852263785219
2021-12-31,0.6166340190102333,0.11373872783560401,0.00958746631902696,0.09911591708458922
2022-01-31,0.4351090261487376,0.017571045420010534,-0.11523858894352323,0.026190677267778906
2022-02-28,0.419485614596005,-0.01415107607759114,-0.00725337641525603,0.10453690950233607
2022-03-31,0.35747608696084376,-0.3560827751335763,-0.39242208553145064,-0.1491716548666232
2022-04-29,0.452310950802729,-0.2662097690721978,-0.21781260968890992,-0.0601000547834068
2022-05-31,0.3768296051320246,-0.39267443418290904,-0.28193484360844095,-0.06321614438491441
2022-06-30,0.2228679265208494,-0.25742704569256086,-0.29088939244264245,-0.2549680821236333
2022-07-29,0.22706779454451542,-0.2825250222758212,-0.21035461353387358,-0.16696792652493267
2022-08-31,0.3317320685106845,-0.24394539434223622,-0.08187063367509134,-0.08683083944416076
2022-09-30,0.06616232590125469,-0.37573171998829186,-0.237950421854079,-0.25777650581309786
2022-10-31,-0.10009829156681888,-0.3770988630084328,-0.335819699619773,-0.3512588264576587
2022-11-30,-0.06278747309992813,-0.27551776983537224,-0.2897502011001931,-0.30788618894831576
2022-12-30,-0.024278878927677883,-0.13789563041120367,-0.16008257570739115,-0.1707152613418081
