date,High planet,Low people plus prosperity
2019-10-31,0.2300831586249521,0.205340615505044
2019-11-29,0.2158778678727744,0.1891034151770346
2019-12-31,0.19670665996722153,0.16522193330063506
2020-01-31,0.19298958814432182,0.16087968929351248
2020-02-28,0.18614677432509175,0.1452654080126352
2020-03-31,0.18963779669031477,0.15997772649247533
2020-04-30,0.18199903747006874,0.15073819322584014
2020-05-29,0.17485543298260098,0.14561536789283291
2020-06-30,0.1838207142692193,0.15865277611260897
2020-07-31,0.15942555376722511,0.1322356504714841
2020-08-31,0.17272515257331011,0.1435785027192944
2020-09-30,0.2753800277242171,0.2500041973918474
2020-10-30,0.3396051836577299,0.31400748150425484
2020-11-30,0.33585743300646465,0.29858762928917615
2020-12-31,0.29172147777395985,0.25132053292981005
2021-01-29,0.2772837328680897,0.2391935494343772
2021-02-26,0.3038709598863153,0.23978019916080173
2021-03-31,0.36996994801504524,0.30390553740807325
2021-04-30,0.3680589499445993,0.300888920291734
2021-05-28,0.3374918827954302,0.270074034277544
2021-06-30,0.2890528363193602,0.21799118644069007
2021-07-30,0.25907152684776585,0.1869673095007558
2021-08-31,0.30471190573280105,0.2316396938838715
2021-09-30,0.2630974751166694,0.18834024157731852
2021-10-29,0.2505105830030981,0.1759852245036752
2021-11-30,0.19268364333226143,0.12546973259887761
2021-12-31,0.25449071754381786,0.1933980148408374
2022-01-31,0.23683316766877657,0.1712883542966504
2022-02-28,0.21192370502732427,0.16085729587601777
2022-03-31,0.12785770089066056,0.07804084813023027
2022-04-29,0.19572620575985358,0.15394477067031767
2022-05-31,0.13374120480495344,0.0848368982068779
2022-06-30,0.009312799796439758,-0.028217090655427712
2022-07-29,0.018183962145774057,-0.021771034208496964
2022-08-31,-0.0012308806373072245,-0.038825697802784054
2022-09-30,-0.037959559021159564,-0.07477905595428885
2022-10-31,-0.06279894405486693,-0.10100341329307838
2022-11-30,-0.02073524496991805,-0.060110854317414336
2022-12-30,-0.023015560698369353,-0.06236807791560964
2023-01-31,0.03284884603744795,-0.015173568721957242
2023-02-28,0.07890922836007022,0.03431302538598943
2023-03-31,0.0709310397789635,0.028549402211852357
2023-04-28,0.06024965950971391,0.02218814734007339
2023-05-31,0.017716645173040377,-0.01987346980299773
2023-06-30,0.08972154248991444,0.06026094345717445
2023-07-31,-0.020370256729165814,-0.0029586128478324425
2023-08-31,-0.020678207515788916,0.0003889697842875406
2023-09-29,-0.05197028505327392,-0.038645922415244865
2023-10-31,-0.10987084875316597,-0.10294295702085607
2023-11-30,-0.08317496632566312,-0.07545155317188063
2023-12-29,-0.03267536058068721,-0.025680061252147057
2024-01-31,-0.19285353324820892,-0.18671649516844163
2024-02-29,-0.2503771491569401,-0.24622921705029854
2024-03-28,-0.1807701829537791,-0.1768457421925761
2024-04-30,-0.11136466057141059,-0.10800696716243602
2024-05-31,-0.05967764549447446,-0.05840236349774042
2024-06-28,-0.08008703281748258,-0.07292221465072879
2024-07-31,-0.014530181522656949,-0.006709737566183205
2024-08-30,-0.018433622336593958,-0.010534828775100924
2024-09-30,0.02932304775426009,0.03709215655711218
2024-10-31,0.10600805614756831,0.11418038470329189
2024-11-29,0.07215321695527921,0.08201472685587863
2024-12-31,-0.002356829353188372,0.008791382500792477
