date,High customers,High suppliers,High employees,Low communities,High esg_refinitive
2018-06-29,0.24930755489318593,0.21112200837649261,-0.20757190308364648,0.2164620074308073,0.6064914378569735
2018-07-31,0.2749711733205295,0.23086447594143467,-0.23029335298218423,0.1647075858430767,0.5105563988917249
2018-08-31,0.368023678453796,0.21808209530530473,-0.20038864565780856,0.17623530021429495,0.5562291512869789
2018-09-28,0.34034624718267303,0.18579487497130642,-0.2248802668139821,0.18313654177591615,0.5721743666196994
2018-10-31,0.34650622380429696,-0.10533842839321017,-0.30132504068367305,-0.1035159838330929,0.15782313573377582
2018-11-30,0.2392361876362838,-0.011530814895341135,-0.3960087432230649,-0.32329802047457123,-0.002326875357793079
2018-12-31,0.18619041374297673,-0.0008205040810960185,-0.3248612846167296,-0.17033485265677395,0.04636897624359626
2019-01-31,0.2147703900014738,0.08099459019255606,-0.21628439879352346,-0.0663945363516465,0.06806873306137251
2019-02-28,0.27283825784330196,0.06673391831730768,-0.22037861537464742,-0.04658165711686779,0.11676118161991866
2019-03-29,0.23704677824991793,0.04878334667311801,-0.2385830052240343,-0.06472466282940337,0.09074965591758855
2019-04-30,0.15988887702655308,-0.021165239884657017,-0.23944740061678726,-0.10280196263585673,-0.013634227848328573
2019-05-31,0.22986793696380026,-0.10748455976352622,-0.3878532065844319,-0.15948744650285984,-0.08865597322134655
2019-06-28,0.32149500994609365,-0.19548929217921984,-0.3473476062059113,-0.18500973800570886,-0.10184474581932207
2019-07-31,0.33573842914730895,-0.13674499241467142,-0.3128142053773969,-0.1451183812031166,-0.19062345563391037
2019-08-30,0.3124147978871233,-0.20305967402724245,-0.28444896457678526,-0.12909393251858814,-0.2515808882107449
2019-09-30,0.3503662408318439,0.0991341421135542,-0.3000467888500272,-0.1268507323887319,-0.08454009586300965
2019-10-31,0.30762071874496877,0.05839570250805137,-0.31407163373590186,-0.14908364782424732,-0.1551609724075957
2019-11-29,0.2596132747228228,0.07473941772422943,-0.3873434176508107,-0.2574267142113641,-0.0922276416059894
2019-12-31,0.2265932083265892,0.15669925912114913,-0.3729031950282443,-0.30329649152922367,-0.23899813808916603
2020-01-31,0.2125281383353974,0.16218731323708957,-0.35550096847913876,-0.2962108807959325,-0.23551212235029523
2020-02-28,0.22752229215877728,0.10885199461825357,-0.32605073139379087,-0.27058718362572176,-0.2394688640344943
2020-03-31,0.13523406587880715,-0.129163735911473,-0.42847016899210977,-0.38498755864443557,-0.2996214607144352
2020-04-30,0.043185810798708424,-0.06766087595475367,-0.3333612650992024,-0.4082370716375169,-0.24922977332405472
2020-05-29,0.18337410199992532,0.09811416554190755,-0.10230722611610088,-0.1079124432014611,-0.0497734525926512
2020-06-30,0.10318338044751019,0.14664687661270692,-0.15470262069850138,-0.1164024609994816,-0.06499609362377301
2020-07-31,0.04371438486298329,0.15651472902686314,-0.13658704621777296,-0.12234242578299237,-0.05907720523131865
2020-08-31,0.08896804611382048,0.17588781554401733,-0.08980508959936628,-0.056143562520110324,-0.020505073775863858
2020-09-30,0.18844411253101068,0.24476039097918711,0.08513567779758491,0.05752940067866952,0.02903548027238989
2020-10-30,0.27228051248333596,0.10813184941525356,0.27222257235693076,0.3745973324328128,0.12092480720364063
2020-11-30,0.26814518098049656,-0.11660496879147741,0.21627493396066721,0.359806725424757,0.03425640283044329
2020-12-31,0.3686393779596236,-0.15461409368215084,0.18389003613908378,0.3469835149405065,-0.08070734708380456
2021-01-29,0.2579527621748655,-0.22356181931082847,-0.017416650624896085,0.17698907748882312,-0.10546962435841742
2021-02-26,0.3627753662794923,-0.33440930858908946,-0.008550305359444454,0.1884217335833105,-0.1565265862397689
2021-03-31,0.4918948167090809,-0.22020511348466237,0.023662453612023904,0.31218812747856095,-0.0014474716000890675
2021-04-30,0.47582095089515164,-0.23956510323563623,0.04837870988805426,0.31050748542656076,0.01935901677562407
2021-05-28,0.35363619092723075,-0.14913664031251497,0.2873821553046342,0.4573902291645333,0.18177728727283296
2021-06-30,0.27617982822393006,-0.1274981641497186,0.270332035213925,0.41271409688766053,0.13911506921015504
2021-07-30,0.28370528601899736,-0.16139278721792533,0.28650151889511755,0.38389506533575424,0.16409877825489252
2021-08-31,0.3367854586835498,-0.1124319572563746,0.17192343996231646,0.329842038544693,0.21402944101291632
2021-09-30,0.4097152492736782,-0.2794155039558608,0.16015440232101125,0.2797027461594725,0.18477754379740713
2021-10-29,0.3924017697530378,-0.305488980644254,0.2027663413234132,0.28118746647980913,0.23986321317121634
2021-11-30,0.41164754886075333,-0.31754400420539025,0.16958690780342867,0.32780644106398715,0.059358984090055245
2021-12-31,0.42697338711028004,-0.30737131861397926,0.15930915794704614,0.32269157632066126,0.09846614934716824
2022-01-31,0.340162060198265,-0.20973649187724341,0.130959052797044,0.23960563163461734,-0.0037622697122541293
2022-02-28,0.503493892876749,-0.15510811506513522,0.18952266884725266,0.4045478109717704,0.09647342266931846
2022-03-31,0.35511017696709246,-0.0913041634166254,0.3490188294602449,0.4346481618052691,0.10002491821449144
2022-04-29,0.5606436026829336,0.07967731023555863,0.3461244831628231,0.5037188939925227,-0.008629167193745457
2022-05-31,0.40130432452382314,-0.024478500631034683,0.20149224119385595,0.33318370632726685,-0.039529850490279905
2022-06-30,0.3768243196581032,-0.258002321559146,0.0827077392132729,0.11061693809773365,-0.10682090466001692
2022-07-29,0.3597780312312058,-0.13122899664920065,0.23174502139684866,0.20536561001307063,-0.09796642983681572
2022-08-31,0.37706791541361045,-0.13645015481007178,0.39168583872235774,0.304487414844392,-0.05704599858623316
2022-09-30,0.279574013820748,-0.27576456950667316,0.24889198264196255,0.15056430217922695,-0.15332880579841962
2022-10-31,0.25755774100585227,-0.2544243855232625,0.10165343134230459,0.05302190677282387,-0.19090483118970114
2022-11-30,0.2761466534198914,-0.22639976131106437,0.12702522908379088,0.07868483338186155,-0.06410348426065735
2022-12-30,0.22757509868680062,-0.16456737177609737,0.24569700265172323,0.17382978661228327,0.0939931665200282
