date,High prosperity,High planet,High people,Low people
2022-08-31,0.3527732999818052,0.06934061531422864,-0.0931799398474995,0.11708269582497322
2022-09-30,0.22139244638747088,-0.33578264407926217,-0.024226659872490675,-0.2835683937846924
2022-10-31,0.23924889039398828,-0.4565449102353385,0.07901610651975088,-0.37964679329242945
2022-11-30,0.255681452500173,-0.317407936610275,0.02972286518768308,-0.26241116955432253
2022-12-30,0.30077835792762847,-0.21940950321234445,0.1890235614710352,-0.1508205637078619
2023-01-31,0.4081979128759503,0.03243880050759185,0.21792661352631615,0.12659098828472692
2023-02-28,0.5051258947936355,0.04911283328239924,0.18906506463869688,0.16974083951436603
2023-03-31,0.5085787335555814,0.05224988813398268,0.1975163437226668,0.16785801629922348
2023-04-28,0.48088450921796133,-0.00010797594830980195,0.20879626512310412,0.1068687027063977
2023-05-31,0.33901291614400547,0.011065987687519208,0.03188601252420348,0.11441845483239405
2023-06-30,0.4147854521136014,0.2644785403006902,0.09847990859101285,0.39172586143595917
2023-07-31,0.29768817240971823,0.19755102259162605,0.09898489876897026,0.2995979626173436
2023-08-31,0.32415820560399566,0.1745676278119927,0.18845447649582336,0.2620901614396106
2023-09-29,0.3128917406897914,0.17788196327000505,0.34171428790590364,0.2914474869954874
2023-10-31,0.33752178225380386,0.2055678231397995,0.33805264714118094,0.3262898685331791
2023-11-30,0.3577631377192173,0.2267726286194971,0.319894146280126,0.3352760119035144
2023-12-29,0.22333126200851838,0.21785132001617824,0.22098494769931454,0.3169014778182625
2024-01-31,0.23675986101265195,0.16694186455157944,0.2555322133125664,0.2843190661251642
2024-02-29,0.09691928339023514,0.2573707032221132,0.0972053667802733,0.37135136805162594
2024-03-28,0.08162119023952297,0.2607756064895608,0.03704017335942167,0.33414421886506385
2024-04-30,-0.0394006442196424,0.13916887894820534,-0.04939861860271877,0.2030186868492897
2024-05-31,-0.032590029264970455,0.12681866053436797,-0.05312210756087754,0.21036662116925386
2024-06-28,-0.048716738151957095,0.08325719131844246,-0.0865143200706667,0.12377482291937258
2024-07-31,0.010830008487320186,0.11944626725824191,0.07168649482547551,0.14651913544108192
2024-08-30,0.05440766422941837,0.09710886385539401,0.14089563007091024,0.14080398445276807
2024-09-30,0.07612877314927724,0.2650105272251047,0.08995066046151423,0.25417144553202375
2024-10-31,0.09226930450018256,0.31706254647980703,0.03992400562224463,0.22192182125733007
2024-11-29,0.09616897170587202,0.25466800290325164,0.04161667957678805,0.14586130577708778
2024-12-31,-0.07620072340096706,-0.0336933674636134,-0.1403309306664321,-0.11944378087201546
