date,Low transformation,Low preparation,Low advocacy
2015-06-30,0.26848281148034836,0.30299019976224256,0.034077134953025834
2015-07-31,0.2545177424181472,0.3524540696574278,0.05275758978800893
2015-08-31,0.32317526053822376,0.3903215765698373,0.03662330396616814
2015-09-30,0.25352267403479056,0.42957502799756453,0.02623553695823283
2015-10-30,0.19365461625110225,0.40025594788054186,0.0062819083072874204
2015-11-30,0.31045513555230464,0.357718793052902,0.017840098981221852
2015-12-31,0.2773874723992524,0.3658619875221764,0.013297994666796598
2016-01-29,0.3772245817090504,0.6165532440127895,0.0158036905272253
2016-02-29,0.41987854422599147,0.6237867711813118,0.02251345083002909
2016-03-31,0.40844517511693873,0.7580108095198277,0.12408400265370495
2016-04-29,0.6138453015277054,0.7214506441861823,0.05481368067085218
2016-05-31,0.5798892007894807,0.77918886022182,0.12772685202130157
2016-06-30,0.6405116090152474,0.7679656988822067,0.1695462369803962
2016-07-29,0.609554133882164,0.7574468652424227,0.17959118090620016
2016-08-31,0.7326378787306841,0.7219962475277331,0.13045546068150782
2016-09-30,0.6912956854607104,0.697969259763203,0.09891456129550369
2016-10-31,0.7805298337442907,0.7106671833729576,0.12844118768329066
2016-11-30,0.8310676874613359,0.7559078199826736,0.09805285123398036
2016-12-30,0.8440299124346704,0.7950604761272227,0.12119369970853903
2017-01-31,0.7931655248407088,0.782802399879658,0.15004832149098304
2017-02-28,0.8029786953199368,0.8091090958417705,0.10616197064977467
2017-03-31,0.7454963769781928,0.718909622800009,0.10710092031204421
2017-04-28,0.7897537596179844,0.7308298384757363,0.10326018679345766
2017-05-31,0.8807961923228903,0.7808426613439323,0.1158016474929236
2017-06-30,0.8404458862104343,0.671794240123189,0.18599997476372454
2017-07-31,0.7099920117254854,0.6617253346497501,0.23526321685122337
2017-08-31,0.7303728897502768,0.6455690129818863,0.3218664768295958
2017-09-29,0.6635985475393882,0.6004831990718192,0.3505894445806294
2017-10-31,0.6158190557538954,0.5171103485051685,0.3024434704500882
2017-11-30,0.5460810239697668,0.49378570135920635,0.31427547338238526
2017-12-29,0.4223563277253302,0.328216249917506,0.42975559874212965
2018-01-31,0.7236906787136256,0.4628078140237297,0.48814236523388954
2018-02-28,0.7860634370499566,0.5199041748306215,0.4640176520958999
2018-03-29,0.8512991086677115,0.6523824429021984,0.5412265899324016
2018-04-30,0.7182009581898167,0.5833310027750829,0.5120492917639236
2018-05-31,0.7371871149654851,0.534576844264038,0.47757716244191667
2018-06-29,0.743347804981777,0.5298643720867766,0.46155040833416544
2018-07-31,0.696602575992668,0.447149880861827,0.46734725443961816
2018-08-31,0.6381156324081029,0.5270498715051898,0.5477855558549395
2018-09-28,0.6646312151228837,0.5578712099435014,0.5528746615301506
2018-10-31,0.32019496676785586,0.06056755949403392,0.2574970586928913
2018-11-30,0.17721196436903552,0.046736671787791284,0.3432252216759663
2018-12-31,0.00033430217367003134,-0.11642586197490379,0.4361491001235054
2019-01-31,-0.03902755087974352,-0.0919520850198734,0.49483089256862134
2019-02-28,-0.04055532787259675,-0.1444478962808764,0.5345281296741095
2019-03-29,-0.02908960404143701,-0.15845578876173616,0.5117334956884416
2019-04-30,0.049643330303723254,-0.07544093996123546,0.4345358964701065
2019-05-31,-0.06662295894764736,-0.06258746748307209,0.4507640534567766
2019-06-28,0.056043276070048886,0.02774935714781379,0.41002211525673293
2019-07-31,0.08046744001048767,0.09106047296348785,0.36573259359175103
2019-08-30,0.06515114199676364,0.10503720600148325,0.3229397791910218
2019-09-30,0.21754523675077903,0.29046436204633685,0.4685520482706505
2019-10-31,0.13714457077784947,0.22858252492530462,0.4179549369244859
2019-11-29,0.11444460237409071,0.20026780967758273,0.3769543191841795
2019-12-31,0.16158762410856264,0.17034168093273327,0.3238783292440009
2020-01-31,0.16545931341835085,0.1755347984991753,0.32199090373339834
2020-02-28,0.082100888372455,0.1262988464472311,0.25943979971218034
2020-03-31,-0.10973236661826524,-0.07511780604759655,0.13370751698277372
2020-04-30,-0.10990242574887676,-0.05532746308393621,0.17138834984864837
2020-05-29,-0.03158009676535567,0.08270830700532494,0.25600503052868606
2020-06-30,-0.13223758973251387,0.037335412676769764,0.2694004703098123
2020-07-31,-0.07240385424945828,0.13095540810519535,0.2825189015430669
2020-08-31,-0.0424110759545524,0.21617009848756963,0.35198949080044395
2020-09-30,0.06901877238565268,0.38894005956729316,0.41539464487186084
2020-10-30,0.05616411564513546,0.7628852601063638,0.5680555576842556
2020-11-30,0.0072953596215977745,0.5477567080535412,0.4409878211633588
2020-12-31,0.0025928474564567427,0.6889173936237147,0.42373053591244425
2021-01-29,-0.06330525760783634,0.4178634466098805,0.24793434021073785
2021-02-26,-0.152052184665796,0.42247164385235303,0.21502955836159143
2021-03-31,-0.12464568604263337,0.42563983640715614,0.31008743723963067
2021-04-30,-0.17442334803563692,0.39602825495168087,0.39026520221149985
2021-05-28,-0.0930471583398222,0.3537961429688923,0.30983183871898545
2021-06-30,-0.19039013279446987,0.24544316667478777,0.26657764744337387
2021-07-30,-0.22837671136148935,0.17789596388069998,0.20711127527084672
2021-08-31,-0.23377015170887636,0.08091916309796668,0.21833372865369388
2021-09-30,-0.28127251263098174,-0.008413238076219187,0.05939512437421696
2021-10-29,-0.21067020577377982,0.05125960368398075,0.042947222713899225
2021-11-30,-0.2558132956977094,-0.05913406504499674,-0.007687187743458446
2021-12-31,-0.25920940216678745,0.0028823498746922693,0.009874137512896008
2022-01-31,-0.25737757279085116,-0.1087793791885926,-0.08541021386927716
2022-02-28,-0.029452340645434116,0.08293414031573554,0.05472565438788268
2022-03-31,-0.09011240825582056,-0.017449691766058928,-0.11124708589581722
2022-04-29,-0.03969666293002372,-0.1028420080661635,-0.0864207476291814
2022-05-31,-0.1654509330407563,-0.21844344572856722,-0.096392353111861
2022-06-30,-0.09464181383518525,-0.10470999409801951,-0.26766913322325564
2022-07-29,-0.05513467646072301,-0.0966748586394327,-0.16122480655213695
2022-08-31,-0.01660122443164791,0.07571933595452796,-0.06334868024298135
2022-09-30,-0.12163951301095693,-0.08622560933461257,-0.18950026747336418
2022-10-31,-0.11458674930452867,-0.16025650445647105,-0.2529084985917017
2022-11-30,-0.04771474603894227,-0.05177991744928778,-0.2296273290521999
2022-12-30,-0.01102807447744858,-0.009636930177854719,-0.11132524012465456
2023-01-31,0.2109665489941237,0.33703277056310144,0.0875067438877275
2023-02-28,0.2772312743734129,0.36374428821026306,0.16320129631403624
2023-03-31,0.2851698564878993,0.3731363073938484,0.1726704444352184
2023-04-28,0.26091204723903727,0.30957174204788307,0.1396645938715826
2023-05-31,0.20899632627498144,0.22253413383956933,0.14716836901447972
2023-06-30,0.40644068159377633,0.28447962324354825,0.28876327048456013
2023-07-31,0.3493221137025467,0.21492274400252154,0.2322454627744452
2023-08-31,0.42245402357069173,0.23086595715898517,0.23837968068538606
2023-09-29,0.5014225446685303,0.29870275559916226,0.3258682238256752
2023-10-31,0.5342914630187765,0.30284845540591887,0.4049823547343549
2023-11-30,0.5466955455758681,0.30090032335036465,0.3599882469066069
2023-12-29,0.449181668626269,0.21231197392511958,0.2806380433506166
2024-01-31,0.44156514837020544,0.22912926181806526,0.2661363946570733
2024-02-29,0.2854264919318853,0.06155405497529287,0.29216805868179496
2024-03-28,0.32680286861492847,0.1604652353495981,0.31919356201518
2024-04-30,0.2914227406365897,0.2176326143414108,0.30269564403378424
2024-05-31,0.27695236599728446,0.19510450522973866,0.2776458637433914
2024-06-28,0.256956927266087,0.1177881024013527,0.3324866013082399
2024-07-31,0.2801706138030332,0.11504772171764749,0.2965222659591989
2024-08-30,0.3676401941289803,0.08445471480650296,0.2600548068098394
2024-09-30,0.3653570154708903,0.11009914824416911,0.2812599984987178
2024-10-31,0.4355298584239299,0.12767909122684595,0.3084388261520251
2024-11-29,0.3892204253271063,0.09457538737397664,0.28422250892681444
2024-12-31,0.29736495691530784,-0.026695982990130207,0.13054508722304903
