date,Market,High Advocacy,High Upskilling,High Adaptation-change,High Innovation,Low Advocacy
2016-12-30,1.222714337898136,1.4730183154971006,1.6403809330477233,1.5879106087120023,1.670513026479522,1.6592140059425238
2017-01-31,1.2700333827747938,1.4817818085810328,1.654781406064907,1.5922392509758811,1.6796669127373438,1.677515749815915
2017-02-28,1.284892773353259,1.5153053735752005,1.7001982274979528,1.6428059453500377,1.6943064454678423,1.7085806101417162
2017-03-31,1.2960713404814321,1.5064113589180228,1.6987854639487134,1.667555259870433,1.6924606658594348,1.7160113308035263
2017-04-28,1.3129202679076906,1.5341047730615252,1.7081043011913626,1.6873429792516177,1.7186798479606389,1.731118751714765
2017-05-31,1.352439167971712,1.5847118843934953,1.7265558559456295,1.679769621114695,1.7453231090317507,1.7429151360279855
2017-06-30,1.369074169737764,1.6302056764718647,1.7869625343045987,1.7461055023531298,1.82369073544997,1.8191588697576029
2017-07-31,1.4019319498114704,1.632508927225758,1.8393462856704568,1.7849997585179358,1.841042151772492,1.854101940637132
2017-08-31,1.407399484415735,1.6434333551213614,1.818264060357976,1.784080750450142,1.8389349405980373,1.884115790721976
2017-09-29,1.4327326751352178,1.7132872587466486,1.914381472693567,1.8651525604262067,1.9230429048624316,1.9733629426438635
2017-10-31,1.4930507207584103,1.7848761825087227,2.047367144373389,1.9858575269613403,2.0245660104581815,2.107476858192007
2017-11-30,1.5330644800747355,1.8131546015182158,2.0416452361391975,2.0265721117769107,2.0631996318990566,2.1140197264986162
2017-12-29,1.5542207698997665,1.901744166970037,2.083166613453071,2.068552361227091,2.1260946694095746,2.180640436595454
2018-01-31,1.6244715486992363,1.9079858063609605,2.097785669809577,2.060015088781783,2.1262052917046064,2.1997105065021887
2018-02-28,1.6028660771015364,1.8384656406191247,2.004909991604402,1.9376508521945823,2.0445131448579095,2.1038093091709134
2018-03-30,1.5809068118452452,1.8308127297754166,1.9295112887830357,1.8799139112496042,2.014994418308693,2.0388196196789576
2018-04-27,1.5875466204549953,1.9350500547462246,2.004091085404133,1.9188040069004435,2.0906012898436326,2.0740729805940488
2018-05-31,1.5688135703336263,1.9124527281884995,1.935830889946353,1.8769622231138618,2.05440113978229,2.01801091938223
2018-06-29,1.5308482819315525,1.9000378849541382,1.9452478026878692,1.8600478665571756,2.0346846672488037,2.04193932440252
2018-07-31,1.531307536416132,1.9285361364026257,1.9755709173375902,1.8937666439760081,2.079357489330451,2.062543450782146
2018-08-31,1.5271730060678086,1.9313827781377972,1.9395502100454656,1.8152265316392662,2.076602136753492,2.016467208168836
2018-09-28,1.5719191751455956,2.0284503121433013,2.0026875163066977,1.8611337118637226,2.201716748723086,2.049927009675686
2018-10-31,1.4362625503305306,1.8460074921915894,1.753636451278535,1.6775600042555125,1.9799660814593132,1.838171012342135
2018-11-30,1.450768802088869,1.9111648979858293,1.7623747924761797,1.7149278177189116,2.0268343243658657,1.885408696347584
2018-12-28,1.3476191402603503,1.6833700049984492,1.581380663195164,1.5414810331656172,1.8301293223056423,1.6986707952078215
2019-01-31,1.4206600976624613,1.763107277565661,1.6844870728061678,1.6706118936545602,1.8985513090131814,1.8047988897510951
2019-02-28,1.4273372001214748,1.80345141620879,1.7437321248567106,1.7121086854025873,1.9527272046315178,1.8524488489092759
2019-03-29,1.4324756140419121,1.7878367378733464,1.714455594984065,1.6815133033876795,1.9359214763508683,1.8416947023999122
2019-04-26,1.4528167677613073,1.8367615478746036,1.7807379494945033,1.749672606986488,1.9782798942664135,1.9297499007046373
2019-05-31,1.4006606457986763,1.6729651286471399,1.5953803622318095,1.569318327847994,1.7876331788694075,1.7231988576787662
2019-06-28,1.4383384171706606,1.7579801264153194,1.6796453900235115,1.6483181448958304,1.839465660518958,1.811689195018638
2019-07-31,1.4459616107816653,1.7350237769787529,1.6908015116654067,1.6495802672621984,1.8395562304525148,1.8158175935938508
2019-08-30,1.4297668407409108,1.6479680050566703,1.6060397126891384,1.5746437399065782,1.7878866247182246,1.7309806866341004
2019-09-30,1.4871004910546213,1.7597701610604783,1.7241870100215226,1.6946023844018892,1.8974933760563206,1.858892670863238
2019-10-31,1.5611580955091415,1.8786197178112094,1.8654865920385688,1.8151484523196495,2.0211044409318157,1.998995865632166
2019-11-29,1.5734912444636637,1.9274450759569288,1.890744069644472,1.860560202296616,2.0468230211297618,2.0451024451107385
2019-12-30,1.608422750090757,1.9464371678494834,1.912302268823248,1.9104916891232613,2.0969057264986892,2.0906133049925404
2020-01-31,1.5775410332890145,1.8551332062980694,1.8071006584493332,1.7972283005648706,2.004750168486198,1.9682579029370681
2020-02-28,1.4202601922700997,1.6425756248054366,1.6067091292351472,1.5827981043149277,1.7643771846084564,1.724116183471721
2020-03-31,1.3479689484835515,1.5293577939748153,1.4805224514869835,1.475175428056418,1.6705767044669186,1.5368125074892252
2020-04-30,1.414828208328336,1.5820816356901406,1.560076268068887,1.5584429266217785,1.7222940545573693,1.6589692224361423
2020-05-29,1.5059431449446807,1.7276511274596669,1.6670185718692847,1.6923511103387117,1.8372307705715427,1.7978304003233228
2020-06-30,1.502780664340297,1.6800894337705832,1.637900444778447,1.70101592338194,1.7966599977431692,1.8075767775532787
2020-07-31,1.473175885252793,1.550152223765821,1.5575240067537852,1.604590713394107,1.669126261042183,1.702225217767472
2020-08-31,1.5889675098336624,1.6792730260961406,1.6686421848221267,1.7385615598449686,1.847064466549318,1.8382323619437824
2020-09-30,1.6242425885519698,1.7385096935611584,1.706543252698215,1.7845907530090477,1.8889596380685478,1.8869469203110543
2020-10-30,1.5920825852986407,1.6416012173385948,1.6684062542634195,1.7560574617799465,1.8355002313439313,1.8539386856345412
2020-11-30,1.766097211871782,1.745003673220145,1.8205444789855316,1.9528495123131118,1.9866953328682686,2.0481136974593412
2020-12-30,1.8367411003466532,1.8141457685040534,1.958557156954468,2.051355607189172,2.0728404075917277,2.1936135981104665
2021-01-29,1.8141491848123894,1.8637515821504536,2.0090676419869333,2.069101060037557,2.12000143373568,2.2476303900287413
2021-02-26,1.8348304855192508,1.9282806597817372,2.0042176749076215,2.088941739168323,2.1939094297545756,2.262153501343642
2021-03-31,1.861252044510728,2.0737006154376174,2.1989533025999073,2.2558026454321305,2.384980939211495,2.4275852701357805
2021-04-30,1.8318442622074584,2.019796644369645,2.148891949292645,2.2027449846074822,2.341610826581819,2.4010342743250974
2021-05-31,1.8475981228624425,2.010951742996198,2.1348573068372865,2.2470600538984855,2.3937827798937814,2.4100814297297672
2021-06-30,1.84870668173616,2.063011925985679,2.1668192169243734,2.238840214004241,2.4659595873033133,2.420573972934439
2021-07-30,1.8285557789052358,1.9989987420722628,2.1284475459945718,2.1866410280838795,2.4485238370205833,2.3739488673258626
2021-08-31,1.8808524741819255,2.047986878095563,2.1699554105443974,2.2452600224009824,2.5601877287826538,2.4172741570708545
2021-09-30,1.9369018779125469,2.088756485281826,2.2347156323168327,2.2916449798219114,2.6062064525395163,2.4766221524965015
2021-10-29,1.8629122261762876,2.0629351170774206,2.193786048866144,2.257864591985022,2.5891401045581905,2.448544612040827
2021-11-30,1.80851518917194,1.9148422665983602,2.1227002881759853,2.1520243011839937,2.4361023737539482,2.3417047050811775
2021-12-30,1.8322067381500922,1.9893631813785593,2.2329758098004318,2.2218471926812713,2.5508599502948357,2.438320322970272
2022-01-31,1.7380313118091775,1.9097489687968634,2.13449922333802,2.1087478346850927,2.408856036781851,2.352745157985582
2022-02-28,1.73281721787375,1.9457160205907036,2.1508905858168954,2.1472863810457605,2.4333681353629744,2.3872726190849534
2022-03-31,1.7061318327184942,2.0010682620325375,2.17423556287574,2.132991082566189,2.497596235720215,2.3937744110226555
2022-04-28,1.5616224664872378,1.9581101679864303,2.1149629829737644,2.102856460813339,2.45170774699658,2.3318167199370543
2022-05-31,1.581767396304923,1.9692656243055833,2.1879883804220692,2.133324510371236,2.4683347953523205,2.3646012019478144
2022-06-30,1.4748399203147102,1.9839231540558313,2.189967685800652,2.1341676502815243,2.471848349272454,2.380914954743785
2022-07-29,1.559643215732806,2.0948777436234423,2.259785796234446,2.2117852910848166,2.58197871672351,2.448613232033656
2022-08-31,1.5141016338334081,2.1604415067469445,2.3310110650162237,2.2499072602218586,2.6129013788172974,2.493226220102611
2022-09-30,1.3766212054813347,2.105070640364825,2.1927774925389354,2.157130804887316,2.498006225387727,2.392839422260854
2022-10-31,1.4066315477608278,2.1589831333528893,2.3278619840049837,2.2385568295397316,2.562042135128501,2.506253026167282
2022-11-30,1.5541871971209387,2.2151653513950684,2.389285805012109,2.265112964888838,2.6186134372766228,2.5427249686117075
2022-12-30,1.5619581331065435,2.124598050477484,2.288702695253115,2.1523609492378193,2.525807638979034,2.422836830257536
2023-01-31,1.6413056062683558,2.193687263468557,2.3864094763523327,2.2384302063376813,2.595681459491825,2.523178139112447
2023-02-28,1.5818903433214413,2.1976721710470875,2.478132361857677,2.27971955131359,2.6450367478836516,2.5894278549389713
2023-03-31,1.6503861951872598,2.2257070169104947,2.531374424665522,2.3335029875106392,2.6756848432626135,2.65222355115041
2023-04-28,1.6517065041434096,2.33854220293807,2.579513164232095,2.399874664084037,2.776389916176747,2.7212656405699605
2023-05-31,1.6662415213798718,2.3438835221962107,2.609291230469858,2.465003985953408,2.7934701567033944,2.797631321883975
2023-06-30,1.7320580614743768,2.4916058665437166,2.7953397683229686,2.5997685921791414,2.9679045173229017,2.96280656809122
2023-07-31,1.782114539450986,2.5347902737317973,2.855511976870484,2.639452152190229,3.022049228558646,3.033766072496649
2023-08-31,1.7503929006487584,2.572854070471754,2.907908044137228,2.7371372437659383,3.0753984323385444,3.078278920888287
2023-09-29,1.7146848854755237,2.5551918237806115,2.8807708856795227,2.697033461631669,3.0829205255380936,3.0492355420562025
2023-10-31,1.6376955341176727,2.489102799706738,2.757945689233916,2.6051143937313874,2.9976429725219385,2.8861013657584134
2023-11-30,1.7677285595266157,2.596906032858427,2.9367934843315147,2.719861248294488,3.1083738523581244,3.0481616779352123
2023-12-29,1.8520492118160354,2.598644113025712,2.98339159016284,2.7079272160776457,3.121606942876964,3.038429426600533
2024-01-31,1.908721917697606,2.7406408222330154,3.1420326761236814,2.8440873807082987,3.279970659946038,3.188856278361642
2024-02-29,1.9642657255026061,2.841248484865,3.379888174958646,2.930594702258221,3.4034431538972623,3.3411473404286136
2024-03-29,2.0288900678716417,2.9373149798151896,3.5808760640962114,3.037239164508993,3.625983361574982,3.498916799701588
2024-04-30,1.9164895581115529,2.907083639051966,3.5518291052632485,3.0456374047672607,3.670808564791023,3.4954432539349014
2024-05-31,1.9345045599578012,2.8854275275710215,3.528491066287726,3.095145898867856,3.7136384862159204,3.498326415128338
2024-06-28,1.9219302803180753,2.9299061099018076,3.557886751786947,3.120001967178264,3.6869539400231166,3.550300140394457
2024-07-31,2.0497386439592273,3.0135608783785464,3.5999565181890225,3.164322268755393,3.758085200514791,3.573447277537757
2024-08-30,2.050353565552415,2.9862342924796743,3.547848101389852,3.093483221023085,3.664494676226302,3.459720300423166
2024-09-30,2.057119732318738,2.944656907211896,3.587489719043139,3.1383972652303775,3.6848278953033873,3.5064133052269697
2024-10-31,1.9775091986780027,2.908135787347232,3.624449666950433,3.137019808521282,3.6696932528895516,3.4980771416254384
2024-11-29,1.99392252502703,2.9013061073128945,3.6483303635541113,3.073522902421404,3.6214045898584692,3.437548402420767
2024-12-30,1.9775723603218085,2.9568910898497673,3.786840135600465,3.276746292224878,3.7656618532864865,3.6180430243311217
