date,High transformation,High preparation,High advocacy,Low advocacy
2016-10-31,0.21788772678846613,0.23844331217685427,0.5115231877866074,0.10721224422619116
2016-11-30,0.2202560970126565,0.22556654007663685,0.5677734104863763,0.11854634499825883
2016-12-30,0.17191622661684403,0.2611365085600812,0.5201146098949208,0.09283649216644776
2017-01-31,0.18450714494378306,0.26736454947546384,0.5293748411179029,0.07863696417015298
2017-02-28,0.175930844223534,0.26343867787944175,0.4926884776037105,0.05770423626758403
2017-03-31,0.28415217812130555,0.27857336675999095,0.4972102023558765,0.12624096486817854
2017-04-28,0.29594842762726414,0.24502690336145028,0.46916670104723224,0.14502034512948775
2017-05-31,0.31149295254610615,0.302438806902249,0.6583840757703443,0.11246147287028056
2017-06-30,0.30237709096141585,0.2988564843994687,0.627343100086566,0.10251155280325
2017-07-31,0.2815015335435455,0.286293066871931,0.6201013791391489,0.09669466242253325
2017-08-31,0.2217291666914373,0.2793822327605486,0.6169026527855563,0.05420908612027957
2017-09-29,0.25268380345645475,0.3139339797357122,0.5873290180564612,0.08020755237550793
2017-10-31,0.273716815918187,0.3419292300599899,0.6203993726195042,0.0622611345931702
2017-11-30,0.33764841534156365,0.32858746344691714,0.6944551065384157,0.09385199249977144
2017-12-29,0.33369452094141894,0.3141666872029923,0.6460980259151399,0.07805892496026368
2018-01-31,0.34920393948316525,0.2956764943316454,0.6773784815022499,0.07032013076923913
2018-02-28,0.3285718271193948,0.23336209711052885,0.6629072851100488,0.0942891682618095
2018-03-29,0.35521878974825316,0.23532212397600746,0.6341173521081557,0.12352569290946619
2018-04-30,0.37378328307384534,0.19561095388633876,0.6069218086545849,0.11386092457098232
2018-05-31,0.32982598954438513,0.12826067031637933,0.5502223638644036,0.05685061867055591
2018-06-29,0.33010492518127155,0.0951378952634633,0.543302994157099,0.06281426911815269
2018-07-31,0.34730831473901025,0.08108180697614975,0.49247369648487027,0.05974834988283578
2018-08-31,0.34569426439174655,0.10852824133458605,0.5050442051175774,0.04226076395483397
2018-09-28,0.37475760784737916,0.07350217800796821,0.47498935512450685,0.04317764629058091
2018-10-31,0.36803212469466373,-0.04426653805783559,0.3756086880013503,0.005415159959375915
2018-11-30,0.42071261752669636,-0.028425775586443214,0.39058953173558075,0.0498528799909157
2018-12-31,0.4171509649673859,-0.06888418886281666,0.29160522986498993,0.0450470413053119
2019-01-31,0.45403100076205083,-0.05800229944419988,0.300543423739388,0.11218277975148738
2019-02-28,0.4705130525279333,-0.05066193224812676,0.3064084072348432,0.13092797239802034
2019-03-29,0.4318414617725488,-0.031056062124466988,0.30985116280990066,0.11064658158579443
2019-04-30,0.41990551120371994,-0.03675334089944582,0.24782158110021757,0.07477435478949324
2019-05-31,0.4426124477884433,-0.23382127466720137,0.1119377078901882,0.007536828742988555
2019-06-28,0.3721403932308471,-0.3472570642876075,0.11743129869856145,-0.011879000655714567
2019-07-31,0.3463989214067493,-0.3540973752131169,0.11762880113186108,-0.03258465169070368
2019-08-30,0.4330319245703517,-0.3258440957414838,0.05393945441108161,0.016526202314089633
2019-09-30,0.4588935790711633,-0.24538594440631672,0.028388420410646042,0.04845431545363699
2019-10-31,0.43486111339061717,-0.3385223945401489,-0.06551048914244118,-0.016496952660726816
2019-11-29,0.38718803346074976,-0.3516563861575475,-0.05159241914172963,-0.02269863335262856
2019-12-31,0.42510231838623036,-0.3408402838148098,0.031568056083954854,0.025335462816035603
2020-01-31,0.4210474576025609,-0.41207778274069434,-0.017913375364784545,-0.006516093940063916
2020-02-28,0.38384624918504084,-0.37450560049351733,-0.15859739057909805,-0.0014461328190700229
2020-03-31,0.3956991924353074,-0.27398878624279366,-0.18560096004177828,0.006537292849334353
2020-04-30,0.4376320669881931,-0.26454251240173154,-0.18242844321421858,0.016108989908894644
2020-05-29,0.4343795636409935,-0.2723910641515742,-0.20053939826635003,0.01937237090006194
2020-06-30,0.4411105723340104,-0.33432139579556286,-0.24924201143002822,0.018820558893885897
2020-07-31,0.38785437153776725,-0.37237885635049983,-0.26475386469421247,-0.012347155994116843
2020-08-31,0.3720384000691702,-0.3682665521106363,-0.27154197258114,-0.02071381649606341
2020-09-30,0.4235823240852896,-0.3237636826131375,-0.23810495925749586,0.02267726180462104
2020-10-30,0.604678827192973,-0.20103208675617001,-0.1766002247553473,0.14892544980917888
2020-11-30,0.6408373277870189,-0.20804608053892248,-0.1684962811119166,0.16222818191670096
2020-12-31,0.608894634466722,-0.2421317675047976,-0.18639703322091028,0.12637881701793208
2021-01-29,0.5181047602381623,-0.34358754447246537,-0.12403590454238078,0.0819703853475321
2021-02-26,0.515600264821159,-0.24447741851477284,-0.04247505541415525,0.16813919312991543
2021-03-31,0.5849944424797862,-0.0859468628544987,-0.014068335488157557,0.3304300054856797
2021-04-30,0.591872395879667,-0.080400826365286,0.019104198605311484,0.3326168253451563
2021-05-28,0.5838193304344709,-0.005825729468623975,0.06624701678977479,0.3376132685994173
2021-06-30,0.5847506987259067,-0.02063882087844654,0.0017641763646009667,0.31998528262047543
2021-07-30,0.562032466393124,-0.08993813744428686,-0.09667697812560055,0.2642234985169434
2021-08-31,0.595207923388474,-0.05480189227107596,-0.12539367516165784,0.3232579900249631
2021-09-30,0.533225910282717,-0.07372583503736799,-0.1194077001071076,0.26039378183501216
2021-10-29,0.4938543887036652,-0.094907679941203,-0.1352917026392012,0.21041300932174173
2021-11-30,0.4077573859299283,-0.13899040875055024,-0.15338863050196178,0.12573383193858612
2021-12-31,0.5165427088403909,-0.07766944226575763,-0.0954857752115148,0.21106764495679303
2022-01-31,0.450549973659251,-0.15223381914271386,-0.1556047683419186,0.17633888194447783
2022-02-28,0.48340454772371866,-0.028688206262823812,-0.055607665577318555,0.23933994704719871
2022-03-31,0.4635768819205125,-0.04193736952250876,-0.05980284587924023,0.20313214082731873
2022-04-29,0.578428807794001,0.024801119497134927,-0.08104312197397678,0.28285523013185626
2022-05-31,0.5479281231858056,0.02470540941063193,-0.07109675111220387,0.23210847136978785
2022-06-30,0.44227462650484456,-0.03596942470752962,-0.01365805784252333,0.09146961935456055
2022-07-29,0.4774943720940825,-0.034030910591560215,-0.04170715348696069,0.1527413263879359
2022-08-31,0.5352116168353713,0.014207905062082138,0.03710834857416084,0.25771239142919544
2022-09-30,0.46970383084166295,0.07828781176514304,0.08710384165563329,0.22338058655225895
2022-10-31,0.4667868712631768,0.050012885635864646,0.02373443825677507,0.2363092999166983
2022-11-30,0.49593008160703134,0.05637992206754762,0.06220402231030431,0.23673366305718396
2022-12-30,0.4370931265552075,0.059657890458687315,0.10541684304356341,0.22254654718796238
2023-01-31,0.49362336070833557,0.10629694379804694,0.14452130779270853,0.2447294056276147
2023-02-28,0.48420064073003943,0.11295123007726576,0.13993869600173187,0.22876507555634157
2023-03-31,0.466021979366827,0.10356064200839751,0.1988426717113488,0.23276867805688534
2023-04-28,0.45586163920088535,0.09734769263858256,0.18852824968124152,0.21061178787823667
2023-05-31,0.40459359944735207,0.10882524018484857,0.13157715231296827,0.20710554528194974
2023-06-30,0.4507996754798053,0.17737683778779428,0.1932458511092846,0.2824423914834101
2023-07-31,0.31611487666739435,0.008731700664329684,0.15176513477575307,0.05401110049338656
2023-08-31,0.33058648658662787,-0.024867530824538076,0.15784461696789684,0.06054078640995786
2023-09-29,0.2844006302630545,-0.06771283416983312,0.12919740607985003,0.04192085369073384
2023-10-31,0.23534306297554225,0.019680143960429025,0.1669739442707775,0.028689261591524573
2023-11-30,0.22001181053806257,-0.011553323112390435,0.1475143904673305,0.01154656827774267
2023-12-29,0.2709774495532839,0.033239808664713655,0.13567943994205228,0.02214533154464743
2024-01-31,0.13519761459179241,-0.08935420523129789,0.025347779466490583,-0.10840290275514564
2024-02-29,0.12366769108935727,-0.10192429623247293,-0.012482024668854147,-0.0839087441233766
2024-03-28,0.13819251920088113,-0.10426122738829044,-0.03666608810488811,-0.07488713567106647
2024-04-30,0.12998516072643318,-0.0740039989935182,-0.07202900638546345,-0.020562980832602107
2024-05-31,0.12465566917972515,0.02845161996533807,-0.049634313095851534,0.023894835841756834
2024-06-28,0.0873706882333824,-0.04632977131361615,-0.10025157912901755,-0.02532964360192963
2024-07-31,0.037751689348845874,0.01842075236156815,-0.0691725834982424,-0.027236185401089297
2024-08-30,0.04341115305013926,0.024413257620226447,-0.06388251444662779,-0.023261717205368404
2024-09-30,0.0831427602486774,0.013188515899897224,-0.05334940390304932,-0.0017332656321193962
2024-10-31,0.14755337325834633,0.03373888274590847,-0.006012708398700717,0.03382036226680052
2024-11-29,0.11522680455581896,-0.0008938304703943745,0.01548107607486815,0.027147170778100305
2024-12-31,0.035640502799656804,-0.07150562585191345,-0.019835595468621126,-0.036071713046061604
