date,Market,High transformation,High preparation,High advocacy,Low advocacy
2017-07-31,1.0007,1.0007,1.0007,1.0007,1.0007
2017-08-31,1.0022010499999998,1.0097822175698714,1.002519096313007,0.9990817974624633,1.0115880706134681
2017-09-29,1.0279576169849995,1.044705594093014,1.0347759249053448,1.0160446147534765,1.0416926611331896
2017-10-31,1.049236339656589,1.0744616185615306,1.0464460183401139,1.0322192767201999,1.061865253985822
2017-11-30,1.0802937353104238,1.1256874436415465,1.0819275554479668,1.0699996405892525,1.100811147441161
2017-12-29,1.094013465748866,1.140251795279015,1.0966266637244817,1.0705233313816809,1.1169740757939488
2018-01-31,1.1524337848198556,1.1994101251560183,1.1376244118499534,1.0940667854064705,1.1684022398526497
2018-02-28,1.108180327482773,1.1496459024210883,1.085467999491398,1.0631875985222563,1.1193149549553234
2018-03-29,1.0854626307693762,1.1394927830598793,1.0700732605610255,1.0594777837964062,1.1018493785740238
2018-04-30,1.0907813976601464,1.143999539491871,1.0707295262665235,1.0572933619058027,1.100737533115663
2018-05-31,1.1196871046981403,1.1545349328086083,1.0581290128178633,1.0750020124858721,1.0977029383487096
2018-06-29,1.1256214463530405,1.1657068199468683,1.0617643035750977,1.0769389704053085,1.1081436394103745
2018-07-31,1.1624292676487848,1.2236985242966139,1.0926052770625587,1.102504873728872,1.149549249480899
2018-08-31,1.2002082188473704,1.2282265840799025,1.1165949828162578,1.1184570021084772,1.1638382576548285
2018-09-28,1.20272865610695,1.2376134831448922,1.1117136776061822,1.1233219525341924,1.170835511123099
2018-10-31,1.1110807325116003,1.1471767094366618,1.0159700320324023,1.0404520358235823,1.075046650325635
2018-11-30,1.1310801856968091,1.1985579074405956,1.051594484563245,1.063210062276994,1.116597443190633
2018-12-31,1.0255504043712969,1.078416538484667,0.9601357338340798,0.9623802905556934,1.0110150855031428
2019-01-31,1.115798839955971,1.1874955402843257,1.0517697406491469,1.0485926277463709,1.1118584077825613
2019-02-28,1.1556328585423994,1.2370776532888474,1.0966173766907212,1.0786303713222383,1.1697688650247688
2019-03-29,1.1688070731297828,1.2346131061585626,1.1029219982250884,1.079380128141545,1.1673431674985522
2019-04-30,1.2168450438354168,1.2801808778497514,1.132507057033974,1.1416140827934147,1.2043396616334747
2019-05-31,1.1364115864378956,1.1962073481895301,1.0401966581641957,1.0460351078922312,1.128969388882481
2019-06-28,1.2178922971854929,1.285285742686256,1.1130157696076541,1.1491786973824112,1.2116108522053743
2019-07-31,1.23323774013003,1.3132532529440752,1.1395008270691973,1.1721995951514805,1.2375046991724172
2019-08-30,1.2046266245590134,1.2985077927804032,1.1069425036681937,1.1160751079074787,1.2009999273765533
2019-09-30,1.2251052771765167,1.3427183090560204,1.146701406249402,1.1469662768131885,1.254022755391495
2019-10-31,1.249362361664612,1.3665224949408161,1.14643505937565,1.1559363735672068,1.2665143031204786
2019-11-29,1.298337366241865,1.4107178148231878,1.1831318613658928,1.1958112610330562,1.3011806302188695
2019-12-31,1.3363786510727518,1.4472269350054858,1.2272514806449124,1.2338729221154634,1.3489519991588115
2020-01-31,1.333572255905499,1.436684245585371,1.1826821602648925,1.1859779289011394,1.318269155860509
2020-02-28,1.2254195459515629,1.3310027282386157,1.055450309328451,1.0589655537805136,1.189933947762451
2020-03-31,1.0542284353821294,1.1307255751912875,0.8857803611919599,0.8519510766289332,1.025594190683183
2020-04-30,1.1947570858185672,1.2605888351512313,1.0161156858160407,0.971029894977744,1.1395987631210112
2020-05-29,1.2599908227042609,1.3525969903175354,1.0773826396004544,1.0298196039001402,1.1898438606401
2020-06-30,1.2907345987782448,1.394432013779108,1.0760797935372357,1.0310522750270574,1.2191667603587333
2020-07-31,1.3645646178283604,1.4640711014577148,1.1320708957468149,1.0904953613837371,1.2683603220468782
2020-08-31,1.4662246818565732,1.5251745274482185,1.1805680779537786,1.1591497325878168,1.3302242167370972
2020-09-30,1.4127074809688083,1.5028424140749,1.1576689756757355,1.1332979072120577,1.3022610670287587
2020-10-30,1.3830406238684634,1.5242508851023473,1.1537289757818758,1.1287310543798044,1.3050875579458345
2020-11-30,1.5564739181015685,1.7447249743417406,1.3298524492223727,1.3199931027324265,1.483356294988606
2020-12-31,1.6282273657260509,1.8222493806308442,1.3769527321397728,1.3973235037177134,1.5278334554959987
2021-01-29,1.6233426836288727,1.7998411164909087,1.3591084879294897,1.3813332997558652,1.5119860791056623
2021-02-26,1.6751273152366337,1.9026047973033802,1.4364330690167233,1.4779165433410373,1.6014434824111434
2021-03-31,1.734091796732963,2.0342113053272306,1.5403219881979682,1.5548024898128363,1.7235505423907562
2021-04-30,1.8230507059053638,2.143258436555439,1.6222945686795984,1.6309084513816117,1.8107087030594
2021-05-28,1.8356297557761105,2.174014577985555,1.670290517052538,1.6651471332244432,1.834996986998885
2021-06-30,1.8780328031345386,2.157605998815995,1.6442063129866595,1.6451208425525778,1.827980830878444
2021-07-30,1.9011326066130934,2.1718321194181445,1.6518311406985247,1.637667909450725,1.836103658158664
2021-08-31,1.9545544328589213,2.255670317542304,1.7022312623691649,1.65681534043185,1.8989418696416263
2021-09-30,1.8708995031325595,2.1582293967759436,1.6162038345964347,1.5990131621731967,1.8137287140630411
2021-10-29,1.9956884999915012,2.2425132392208953,1.6905826405530027,1.7011287359395046,1.8693715130571498
