date,Market,High prosperity,High planet,Low people
2020-12-31,1.9010233868333815,1.5372474937327367,1.9041500360818335,1.8715306567275052
2021-01-29,1.8953203166728814,1.535003701509541,1.8672743130659637,1.8429777953071194
2021-02-26,1.9557810347747464,1.6179042006970294,1.9665690592948166,1.9308341708034118
2021-03-31,2.0246245271988172,1.7211818713204827,2.1168280095446574,2.0780814391788214
2021-04-30,2.1284877654441163,1.8052902027040867,2.219674097863993,2.1809492792896643
2021-05-28,2.1431743310256803,1.8679447533813196,2.243247480867367,2.1994606493014563
2021-06-30,2.1926816580723734,1.841850632706442,2.2112875255565463,2.1596229612860185
2021-07-30,2.2196516424666637,1.860001005053418,2.2236467969167566,2.180612866108452
2021-08-31,2.282023853619977,1.9089594767418585,2.29288122496448,2.2562489981253186
2021-09-30,2.184353232685042,1.8774401646532606,2.183572906647493,2.1526206602918267
2021-10-29,2.330049593305134,1.9647517331758229,2.2546885032093056,2.2258700391161383
2021-11-30,2.287642690706981,1.9169626253367091,2.181829473434484,2.1634485679550504
2021-12-31,2.3677101848817252,2.046003364035122,2.289294170882694,2.2672878229570967
2022-01-31,2.231803620269514,1.9839210621851742,2.1945781716777333,2.182128887043126
2022-02-28,2.182257579899531,2.0210523109296834,2.121732376394256,2.143495389380502
2022-03-31,2.2538356285202354,2.071597605501975,2.183752133669205,2.2139738867729046
2022-04-29,2.048961969887746,1.954192141968696,2.043682111351285,2.0652745742739658
2022-05-31,2.047117904114847,1.9948966320552521,2.0634235244518027,2.07329632528571
2022-06-30,1.8751600001692,1.7625752227379414,1.860406477187333,1.8830386072390315
2022-07-29,2.049924912184969,1.919895495309235,2.016281708089596,2.029739473503532
2022-08-31,1.9765376003287474,1.8681955629382931,1.9579522107422271,1.970713459130945
2022-09-30,1.7964750249387986,1.7138149766304476,1.7691513636397405,1.7680582466341042
2022-10-31,1.9436063294812864,1.9063475965325098,1.9488501837796675,1.954673084389763
2022-11-30,2.04292461291778,1.999898198602181,2.0957750742361076,2.089223344948756
2022-12-30,1.9209620135265884,1.8919895963176807,2.0120539267397777,2.0034308969280628
2023-01-31,2.057734508889682,2.0289117096325966,2.165004317249409,2.1860883171899594
2023-02-28,2.0095835213816633,1.9577430594072758,2.11390702691668,2.12880122838411
2023-03-31,2.062837484698277,1.918771268656851,2.129991853683943,2.1396092254536496
2023-04-28,2.0842909945391392,1.9272667056020476,2.1280278427530273,2.1404705472821046
2023-05-31,2.0897101511249407,1.8470999456785233,2.070368603393545,2.0923400176946054
2023-06-30,2.233482209522337,2.0040206428229657,2.2604839630748885,2.3024564239221332
2023-07-31,2.313887569065141,2.1033648294183367,2.3279747335691643,2.375097797208008
2023-08-31,2.2678412064407447,2.0546447149239655,2.260756127834943,2.3101215983220458
2023-09-29,2.162159806220606,1.9763762338319348,2.151231392796707,2.1906059627967838
2023-10-31,2.100322035762697,1.9081435918218592,2.045741203916374,2.0878610780286997
2023-11-30,2.2946018240707464,2.0918349242218075,2.2349232241337083,2.286709009864108
2023-12-29,2.415756800381682,2.238507743048729,2.3909482751776463,2.4545293160071293
2024-01-31,2.4420885495058418,2.216435534165492,2.3644094748822813,2.4322835650191768
2024-02-29,2.5702981983548985,2.3142775558660293,2.4911905021731853,2.5854826624255036
2024-03-28,2.654603979260939,2.4250324963572285,2.637951789973865,2.7246796868158727
2024-04-30,2.5436415329278317,2.2932877884904372,2.5520095561928655,2.6230433518876866
2024-05-31,2.6626839566688543,2.3748200240070925,2.636902780269458,2.7198698211612204
2024-06-28,2.7383041810382496,2.366426962531239,2.6114733031966892,2.7050699367813786
2024-07-31,2.7911534517322876,2.510943277500998,2.7626974403241746,2.8456974075687196
2024-08-30,2.8514423662897044,2.577890944612357,2.800092900769634,2.904942881921941
2024-09-30,2.911607800218417,2.6317493788032085,2.876203020960603,2.978105084871805
2024-10-31,2.8918088671769318,2.655888024258339,2.905941731610154,2.975405854532537
2024-11-29,3.088741051031681,2.896292963876413,3.0951203377373178,3.1787831127740453
2024-12-31,2.9936078266599053,2.6467024000705823,2.86821905526723,2.9667168736231715
