date,High prosperity,High planet,Low people
2019-10-31,-0.21778164178613035,0.19882277961222805,0.22044506114558987
2019-11-29,-0.24113773039462116,0.1864141678027123,0.20537939915482256
2019-12-31,-0.19214163034454212,0.16806820421692092,0.20367048326016407
2020-01-31,-0.2105303492749212,0.14711000939004687,0.16882446244934463
2020-02-28,-0.14503351317195157,0.12920761609055542,0.19523841330630143
2020-03-31,-0.09795807206395424,0.14806054932545765,0.2064997764698946
2020-04-30,-0.0394001685739126,0.13223555515314933,0.22434411727322934
2020-05-29,-0.06604747384595577,0.1277506412688435,0.2199184954931226
2020-06-30,-0.0922520736470398,0.1356601943157576,0.22373434265529446
2020-07-31,-0.13402562094203208,0.11674752525149457,0.19771073482375845
2020-08-31,-0.14266475979163507,0.12421431096563851,0.2023847426625739
2020-09-30,-0.07239737680041369,0.1968253708765615,0.2895380545409849
2020-10-30,0.029250123025181374,0.3101368562788369,0.3994421164364577
2020-11-30,-0.020528528313761618,0.3130076289494216,0.34770303763143906
2020-12-31,-0.05487598976790764,0.2606325616887465,0.2861234335823546
2021-01-29,-0.03998011471411422,0.22600891948231916,0.25729318481704044
2021-02-26,-0.1439399653702575,0.24758529981072885,0.2169522786869305
2021-03-31,-0.11369999255517621,0.33527738029178056,0.3056426317983273
2021-04-30,-0.08396797299978537,0.3350491004756213,0.3120548693160171
2021-05-28,-0.05168569132775813,0.2878644882915342,0.2464867516997285
2021-06-30,-0.10331826631204119,0.22222026837045783,0.18960718658335243
2021-07-30,-0.06003952036263582,0.1849975869371887,0.18264499541110257
2021-08-31,-0.007998094758258967,0.24499963201024466,0.26957073735473436
2021-09-30,0.09177199511235509,0.18881117490076355,0.21117704168253587
2021-10-29,0.06976915949745505,0.16771683354357755,0.18683608131089735
2021-11-30,0.06479158281715763,0.11330157087542651,0.13681271609943532
2021-12-31,0.10356337026460637,0.15639808391729565,0.1936138052906099
2022-01-31,0.07627849970641379,0.1347277720123104,0.15302340896192002
2022-02-28,0.20380239827554303,0.10771947248383307,0.16529660319696765
2022-03-31,0.20564562117312268,0.018830657389370398,0.11159788888245809
2022-04-29,0.25666520639257745,0.06543786578154542,0.10605621065006193
2022-05-31,0.20095015769997931,0.007763381609203479,0.04262123681078711
2022-06-30,0.12986886455151891,-0.10187121305074895,-0.034598727135283586
2022-07-29,0.11794336155067775,-0.0918185606378909,-0.049453285013034975
2022-08-31,0.10178369731604472,-0.10226739917126364,-0.055273858723748126
2022-09-30,0.16145949756688122,-0.1449151266828454,-0.13098624053009245
2022-10-31,0.11183127589733291,-0.16564554081793437,-0.15918143975436921
2022-11-30,0.07945289145590342,-0.12139203469248513,-0.14250507431740383
2022-12-30,0.05544588772638975,-0.11678804366265007,-0.14107513051574683
2023-01-31,0.04587808174215188,-0.06304946246356351,-0.05927234587109141
2023-02-28,0.07264631074168651,-0.013021597142995112,-0.019334195591529532
2023-03-31,0.05543076470455638,-0.03103984275656453,-0.030393772427748066
2023-04-28,0.05282952843335898,-0.04130693871303956,-0.030464638270330614
2023-05-31,0.005170617268719889,-0.08918641701167097,-0.04037367334897341
2023-06-30,0.04168875609123274,-0.032550281504213296,0.028177006161847956
2023-07-31,0.11954707200353909,-0.14549098132293894,-0.02897134583354899
2023-08-31,0.1207377827978364,-0.14009130020702745,-0.025785601769576116
2023-09-29,0.07894677020081792,-0.18680323885991476,-0.08548978686550773
2023-10-31,0.1092876925030381,-0.2547379771287186,-0.1446811397841902
2023-11-30,0.1454335646620697,-0.21516675209919656,-0.09918775810196095
2023-12-29,0.1601471993307361,-0.14538410545219718,-0.019806414118838128
2024-01-31,0.0739719283251038,-0.28524283027887554,-0.16457004350257545
2024-02-29,0.06983261233813187,-0.3449417901651329,-0.19825161015021628
2024-03-28,0.08121214661515724,-0.2762229900954264,-0.12689428488304516
2024-04-30,0.07649697388714954,-0.1842176221555018,-0.02175169312195588
2024-05-31,0.12632717470477783,-0.10493188326945879,0.05975218625554174
2024-06-28,0.18902371513024263,-0.119243595809298,0.07434413806657852
2024-07-31,0.20956402591098156,-0.06047046226977998,0.08783406570146401
2024-08-30,0.23017880106208194,-0.06448322125463202,0.09630846642837071
2024-09-30,0.2430736273204806,-0.009058897593302695,0.14610669993134096
2024-10-31,0.2968483970280193,0.08705104631133231,0.22845735105877774
2024-11-29,0.3052205226562235,0.04099805804172851,0.1770865277856622
2024-12-31,0.22932870320848298,-0.030783373566765526,0.11554344075728895
